4O04 N,4O04 R,4O04 L,4O04 LR,4O04 RR,4P04 N,4P04 R,4P04 L,4P04 LR,4P04 RR
8.68997,5.04496,6.09815,5.97302,3.38014,4.33003,10.4497,2.38928,5.64625,2.32757
