"","time","status","condition","subject","velocity","normVelocity"
"4668",18,"NS 2","SPF","subject 12",37.6608,3.62888525853711
"4669",19,"NS 2","SPF","subject 12",41.6922,3.73055388520688
"4670",20,"NS 2","SPF","subject 12",39.6326,3.67990429762365
"4671",21,"S 3","SPF","subject 12",34.2913,3.53518325432831
"4672",22,"S 3","SPF","subject 12",30.4284,3.41570496919416
"4673",23,"S 3","SPF","subject 12",21.1101,3.05022519367534
"4674",24,"S 3","SPF","subject 12",7.21984,1.97821690591197
"4675",25,"S 3","SPF","subject 12",1.2828,0.256810408784694
"4676",26,"NS 3","SPF","subject 12",1.76804,0.575511634026506
"4677",27,"NS 3","SPF","subject 12",1.50911,0.418124637054919
"4678",28,"NS 3","SPF","subject 12",3.02744,1.11101505538515
"4679",29,"NS 3","SPF","subject 12",1.78249,0.583605714675519
"4680",30,"NS 3","SPF","subject 12",0.718687,-0.316510994454057
"4681",31,"S 4","SPF","subject 12",0.741005,-0.286342969450551
"4682",32,"S 4","SPF","subject 12",0.560025,-0.562075059466225
"4683",33,"S 4","SPF","subject 12",0.552777,-0.574871821670091
"4684",34,"S 4","SPF","subject 12",0.46837,-0.737370787342109
"4685",35,"S 4","SPF","subject 12",0.369233,-0.969604487071298
"4686",36,"NS 4","SPF","subject 12",0.0676434,-2.5556287297803
"4687",37,"NS 4","SPF","subject 12",1.06381,0.071213071684146
"4688",38,"NS 4","SPF","subject 12",2.31036,0.841722346054018
"4689",39,"NS 4","SPF","subject 12",3.67362,1.3038959643215
"4690",40,"NS 4","SPF","subject 12",5.07893,1.62706759235391
"4691",41,"S 5","SPF","subject 12",6.59164,1.88731810301362
"4692",42,"S 5","SPF","subject 12",4.78595,1.56777181175646
"4693",43,"S 5","SPF","subject 12",2.81883,1.03986319860857
"4694",44,"S 5","SPF","subject 12",0.878824,-0.117856038321013
"4695",45,"S 5","SPF","subject 12",0.421164,-0.841266750813293
"4696",46,"NS 5","SPF","subject 12",0.267327,-1.28255796362826
"4697",47,"NS 5","SPF","subject 12",0.376807,-0.949829418358891
"4698",48,"NS 5","SPF","subject 12",3.15589,1.15243421669856
"4699",49,"NS 5","SPF","subject 12",6.25048,1.83425685948875
"4700",50,"NS 5","SPF","subject 12",6.58281,1.8859796612721
"4701",51,"S 6","SPF","subject 12",8.25648,2.11220878360272
"4702",52,"S 6","SPF","subject 12",7.11116,1.96307063350196
"4703",53,"S 6","SPF","subject 12",10.4841,2.35081319447393
"4704",54,"S 6","SPF","subject 12",13.3584,2.59289371304771
"4705",55,"S 6","SPF","subject 12",7.10031,1.96154584342726
"4706",56,"NS 6","SPF","subject 12",2.4232,0.889207263464413
"4707",57,"NS 6","SPF","subject 12",3.28147,1.19133427349872
"4708",58,"NS 6","SPF","subject 12",3.17229,1.15760106341209
"4709",59,"NS 6","SPF","subject 12",1.53626,0.435839111963147
"4710",60,"NS 6","SPF","subject 12",1.98476,0.690523742353231
"4711",61,"S 7","SPF","subject 12",1.17682,0.171277461331632
"4712",62,"S 7","SPF","subject 12",1.90223,0.64827010028163
"4713",63,"S 7","SPF","subject 12",0.358721,-0.997715018488511
"4714",64,"S 7","SPF","subject 12",0.703996,-0.336877918899142
"4715",65,"S 7","SPF","subject 12",0.495423,-0.682359576555412
"4716",66,"NS 7","SPF","subject 12",0.238907,-1.39067594625958
"4717",67,"NS 7","SPF","subject 12",0.150733,-1.82801067573361
"4718",68,"NS 7","SPF","subject 12",0.360461,-0.993007102944445
"4719",69,"NS 7","SPF","subject 12",0.48615,-0.700876978621886
"4720",70,"NS 7","SPF","subject 12",0.978581,-0.0114846973916813
"4721",71,"S 8","SPF","subject 12",1.03914,0.0479707809476209
"4722",72,"S 8","SPF","subject 12",0.962335,-0.028054883694176
"4723",73,"S 8","SPF","subject 12",1.36018,0.31494211807085
"4724",74,"S 8","SPF","subject 12",0.79071,-0.222256444909475
"4725",75,"S 8","SPF","subject 12",0.166504,-1.73441173997607
"4726",76,"NS 8","SPF","subject 12",0.24054,-1.38413669056609
"4727",77,"NS 8","SPF","subject 12",0.25046,-1.34530598044258
"4728",78,"NS 8","SPF","subject 12",3.2767,1.18988402188283
"4729",79,"NS 8","SPF","subject 12",6.43311,1.86301134280294
"4730",80,"NS 8","SPF","subject 12",3.51035,1.25856041648517
"4731",81,"S 9","SPF","subject 12",2.27152,0.82484188750951
"4732",82,"S 9","SPF","subject 12",0.832559,-0.171311589533993
"4733",83,"S 9","SPF","subject 12",0.432379,-0.8155882982551
"4734",84,"S 9","SPF","subject 12",0.359073,-0.996760822529455
"4735",85,"S 9","SPF","subject 12",0.193535,-1.59191729871611
"4736",86,"NS 9","SPF","subject 12",0.24238,-1.37681939075737
"4737",87,"NS 9","SPF","subject 12",0.134576,-1.9339499581366
"4738",88,"NS 9","SPF","subject 12",0.919396,-0.0732203661924682
"4739",89,"NS 9","SPF","subject 12",3.63224,1.29259887699257
"4740",90,"NS 9","SPF","subject 12",2.74828,1.01460729706065
"4741",91,"S 10","SPF","subject 12",2.13911,0.765053802948802
"4742",92,"S 10","SPF","subject 12",1.70449,0.53911566029957
"4743",93,"S 10","SPF","subject 12",0.533917,-0.608958617296131
"4744",94,"S 10","SPF","subject 12",0.24514,-1.36594286487199
"4745",95,"S 10","SPF","subject 12",0.425816,-0.830535143056532
"4746",96,"NS 10","SPF","subject 12",0.739416,-0.288461042436803
"4747",97,"NS 10","SPF","subject 12",0.930302,-0.0615541787206171
"4748",98,"NS 10","SPF","subject 12",3.33831,1.20845574093339
"4749",99,"NS 10","SPF","subject 12",2.69738,0.99598137758115
"4750",100,"NS 10","SPF","subject 12",0.915486,-0.0774362740413993
"4751",101,"S 11","SPF","subject 12",0.268488,-1.27838030851439
"4752",102,"S 11","SPF","subject 12",0.135348,-1.92862441196184
"4753",103,"S 11","SPF","subject 12",0.193713,-1.59104313844357
"4754",104,"S 11","SPF","subject 12",0.147555,-1.84798067532559
"4755",105,"S 11","SPF","subject 12",0.116793,-2.06519944355018
"4756",106,"NS 11","SPF","subject 12",0.110075,-2.11963873143125
"4757",107,"NS 11","SPF","subject 12",1.61296,0.484251642510937
"4758",108,"NS 11","SPF","subject 12",0.743652,-0.282824555977378
"4759",109,"NS 11","SPF","subject 12",0.354386,-1.0095415336538
"4760",110,"NS 11","SPF","subject 12",1.1028,0.106879361627096
"4761",111,"S 12","SPF","subject 12",1.48666,0.403235958733148
"4762",112,"S 12","SPF","subject 12",0.941431,-0.0497881119537207
"4763",113,"S 12","SPF","subject 12",0.548571,-0.58237354232176
"4764",114,"S 12","SPF","subject 12",0.157585,-1.78626459374609
"4765",115,"S 12","SPF","subject 12",0.133629,-1.94052169289642
"4766",116,"NS 12","SPF","subject 12",0.15192,-1.82065289288304
"4767",117,"NS 12","SPF","subject 12",0.426864,-0.82813334513795
"4768",118,"NS 12","SPF","subject 12",0.503683,-0.666148935301593
"4769",119,"NS 12","SPF","subject 12",0.305439,-1.15378995959278
"4770",120,"NS 12","SPF","subject 12",0.150522,-1.82932427415444
"4771",121,"S 13","SPF","subject 12",1.02948,0.038720588111599
"4772",122,"S 13","SPF","subject 12",1.2355,0.219537055720098
"4773",123,"S 13","SPF","subject 12",1.08496,0.0907178329208738
"4774",124,"S 13","SPF","subject 12",0.62003,-0.46198784168269
"4775",125,"S 13","SPF","subject 12",0.227953,-1.4356821038038
"4776",126,"NS 13","SPF","subject 12",0.0601224,-2.65751299247547
"4777",127,"NS 13","SPF","subject 12",0.175869,-1.68271315448072
"4778",128,"NS 13","SPF","subject 12",0.54417,-0.590283780100734
"4779",129,"NS 13","SPF","subject 12",0.355399,-1.00676537176885
"4780",130,"NS 13","SPF","subject 12",0.31295,-1.13025776650366
"4781",131,"S 14","SPF","subject 12",0.07422,-2.47432285624836
"4782",132,"S 14","SPF","subject 12",0.938714,-0.0526478956562459
"4783",133,"S 14","SPF","subject 12",0.406454,-0.875979267652318
"4784",134,"S 14","SPF","subject 12",0.253546,-1.33352735318179
"4785",135,"S 14","SPF","subject 12",0.0436656,-2.92498307863971
"4786",136,"NS 14","SPF","subject 12",0.119797,-2.04178358745998
"4787",137,"NS 14","SPF","subject 12",0.0917027,-2.28570142760747
"4788",138,"NS 14","SPF","subject 12",0.393387,-0.907858880059631
"4789",139,"NS 14","SPF","subject 12",0.513182,-0.647825883100693
"4790",140,"NS 14","SPF","subject 12",0.314251,-1.12623737175025
"4791",141,"S 15","SPF","subject 12",0.591443,-0.508423511149978
"4792",142,"S 15","SPF","subject 12",1.0916,0.096763668432308
"4793",143,"S 15","SPF","subject 12",0.52814,-0.61963652962417
"4794",144,"S 15","SPF","subject 12",0.311891,-1.13354230006171
"4795",145,"S 15","SPF","subject 12",0.451851,-0.772512950740709
"4796",146,"NS 15","SPF","subject 12",0.213569,-1.498035187742
"4797",147,"NS 15","SPF","subject 12",0.174527,-1.68995948474501
"4798",148,"NS 15","SPF","subject 12",0.139457,-1.90074655294158
"4799",149,"NS 15","SPF","subject 12",0.612077,-0.47469139969261
"4800",150,"NS 15","SPF","subject 12",0.338226,-1.05490358470565
"4801",1,"S 1","SPF","subject 13",34.4978,3.54118538544003
"4802",2,"S 1","SPF","subject 13",24.3092,3.19126616182008
"4803",3,"S 1","SPF","subject 13",19.8253,2.98746317863135
"4804",4,"S 1","SPF","subject 13",11.4075,2.43514726607702
"4805",5,"S 1","SPF","subject 13",4.92445,1.59624121783971
"4806",6,"NS 1","SPF","subject 13",5.47025,1.7011507203573
"4807",7,"NS 1","SPF","subject 13",8.08913,2.0917566485024
"4808",8,"NS 1","SPF","subject 13",8.29253,2.1165602876317
"4809",9,"NS 1","SPF","subject 13",6.06181,1.80365674843115
"4810",10,"NS 1","SPF","subject 13",3.95646,1.37787400925174
"4811",11,"S 2","SPF","subject 13",2.77198,1.0231629044028
"4812",12,"S 2","SPF","subject 13",1.63033,0.494897441106372
"4813",13,"S 2","SPF","subject 13",1.54579,0.441983455208497
"4814",14,"S 2","SPF","subject 13",1.25783,0.237306777626298
"4815",15,"S 2","SPF","subject 13",1.02272,0.0321960982163169
"4816",16,"NS 2","SPF","subject 13",0.827917,-0.17683622875143
"4817",17,"NS 2","SPF","subject 13",0.350547,-1.02013295627526
"4818",18,"NS 2","SPF","subject 13",0.863667,-0.135055982793147
"4819",19,"NS 2","SPF","subject 13",3.19002,1.16315705978615
"4820",20,"NS 2","SPF","subject 13",3.89782,1.36297967375437
"4821",21,"S 3","SPF","subject 13",3.5395,1.2668067484973
"4822",22,"S 3","SPF","subject 13",4.16022,1.42796879221283
"4823",23,"S 3","SPF","subject 13",1.95362,0.674789708523693
"4824",24,"S 3","SPF","subject 13",2.53556,0.934350665090122
"4825",25,"S 3","SPF","subject 13",2.29986,0.837186916636474
"4826",26,"NS 3","SPF","subject 13",1.32096,0.28590048636935
"4827",27,"NS 3","SPF","subject 13",1.38346,0.331789862827483
"4828",28,"NS 3","SPF","subject 13",3.81466,1.34146957443876
"4829",29,"NS 3","SPF","subject 13",10.0383,2.30740346596804
"4830",30,"NS 3","SPF","subject 13",7.79188,2.05436473029456
"4831",31,"S 4","SPF","subject 13",9.30968,2.2321282933441
"4832",32,"S 4","SPF","subject 13",7.11948,1.96423830049029
"4833",33,"S 4","SPF","subject 13",4.67127,1.54356944063742
"4834",34,"S 4","SPF","subject 13",1.75617,0.568813360289465
"4835",35,"S 4","SPF","subject 13",0.454417,-0.766972423454582
"4836",36,"NS 4","SPF","subject 13",0.607497,-0.482081068791402
"4837",37,"NS 4","SPF","subject 13",1.14918,0.147712858597373
"4838",38,"NS 4","SPF","subject 13",0.684143,-0.365077287827905
"4839",39,"NS 4","SPF","subject 13",0.272969,-1.26241792797496
"4840",40,"NS 4","SPF","subject 13",0.105088,-2.16205822585714
"4841",41,"S 5","SPF","subject 13",0.112716,-2.09788253641852
"4842",42,"S 5","SPF","subject 13",0.0853334,-2.35037505752994
"4843",43,"S 5","SPF","subject 13",0.375354,-0.95359288663814
"4844",44,"S 5","SPF","subject 13",2.352,0.85950871777517
"4845",45,"S 5","SPF","subject 13",4.57358,1.52248035217814
"4846",46,"NS 5","SPF","subject 13",4.55175,1.51770632183451
"4847",47,"NS 5","SPF","subject 13",3.88164,1.35883066261498
"4848",48,"NS 5","SPF","subject 13",2.42911,0.891633218667793
"4849",49,"NS 5","SPF","subject 13",1.99033,0.693312166948942
"4850",50,"NS 5","SPF","subject 13",2.53297,0.933332689280345
"4851",51,"S 6","SPF","subject 13",8.87345,2.18418999506576
"4852",52,"S 6","SPF","subject 13",9.09451,2.20876989514711
"4853",53,"S 6","SPF","subject 13",6.68341,1.90112346027309
"4854",54,"S 6","SPF","subject 13",3.66728,1.30217334845448
"4855",55,"S 6","SPF","subject 13",1.9928,0.694546201473653
"4856",56,"NS 6","SPF","subject 13",3.36962,1.21776327713914
"4857",57,"NS 6","SPF","subject 13",3.05534,1.12015849308909
"4858",58,"NS 6","SPF","subject 13",1.76601,0.574369275184757
"4859",59,"NS 6","SPF","subject 13",0.63561,-0.437559672679196
"4860",60,"NS 6","SPF","subject 13",0.109051,-2.12820330625254
"4861",61,"S 7","SPF","subject 13",0.284595,-1.22215374726328
"4862",62,"S 7","SPF","subject 13",0.238885,-1.39076433659134
"4863",63,"S 7","SPF","subject 13",0.0809488,-2.39745856816772
"4864",64,"S 7","SPF","subject 13",0.1242,-2.00842405444456
"4865",65,"S 7","SPF","subject 13",0.425541,-0.831166342459601
"4866",66,"NS 7","SPF","subject 13",0.397189,-0.898477827863158
"4867",67,"NS 7","SPF","subject 13",0.155776,-1.79711779947274
"4868",68,"NS 7","SPF","subject 13",0.0411209,-2.97356186343403
"4869",69,"NS 7","SPF","subject 13",0.666608,-0.390663198880422
"4870",70,"NS 7","SPF","subject 13",0.289729,-1.2048765459107
"4871",71,"S 8","SPF","subject 13",0.165095,-1.7424265952094
"4872",72,"S 8","SPF","subject 13",0.0572318,-2.69960892909789
"4873",73,"S 8","SPF","subject 13",0.133401,-1.94211037734023
"4874",74,"S 8","SPF","subject 13",0.71561,-0.320742598578272
"4875",75,"S 8","SPF","subject 13",2.51019,0.924334295506531
"4876",76,"NS 8","SPF","subject 13",3.91753,1.36801072956532
"4877",77,"NS 8","SPF","subject 13",12.1993,2.50219795642185
"4878",78,"NS 8","SPF","subject 13",18.9373,2.94166144116608
"4879",79,"NS 8","SPF","subject 13",18.083,2.89552512313696
"4880",80,"NS 8","SPF","subject 13",5.76512,1.75355903541275
"4881",81,"S 9","SPF","subject 13",2.04777,0.721622872177046
"4882",82,"S 9","SPF","subject 13",3.01838,1.1080278230778
"4883",83,"S 9","SPF","subject 13",2.87584,1.05981601875938
"4884",84,"S 9","SPF","subject 13",3.47483,1.24841926253488
"4885",85,"S 9","SPF","subject 13",2.94475,1.08341404491021
"4886",86,"NS 9","SPF","subject 13",8.14001,2.09801915424588
"4887",87,"NS 9","SPF","subject 13",9.05004,2.20387353505618
"4888",88,"NS 9","SPF","subject 13",9.78926,2.28230687262141
"4889",89,"NS 9","SPF","subject 13",11.8161,2.47030895330742
"4890",90,"NS 9","SPF","subject 13",17.7561,2.8772921470607
"4891",91,"S 10","SPF","subject 13",10.2954,2.33266802969778
"4892",92,"S 10","SPF","subject 13",3.49092,1.25302579109734
"4893",93,"S 10","SPF","subject 13",1.40068,0.344071857639062
"4894",94,"S 10","SPF","subject 13",1.82653,0.6078779215648
"4895",95,"S 10","SPF","subject 13",2.22403,0.803807129384059
"4896",96,"NS 10","SPF","subject 13",4.41648,1.48760468581636
"4897",97,"NS 10","SPF","subject 13",5.91772,1.77963965340996
"4898",98,"NS 10","SPF","subject 13",7.13425,1.9663078373628
"4899",99,"NS 10","SPF","subject 13",4.49063,1.50421738697719
"4900",100,"NS 10","SPF","subject 13",2.05206,0.723705483134573
"4901",101,"S 11","SPF","subject 13",2.17137,0.779953119782015
"4902",102,"S 11","SPF","subject 13",0.599155,-0.495682528056497
"4903",103,"S 11","SPF","subject 13",1.95402,0.674993393179814
"4904",104,"S 11","SPF","subject 13",3.74911,1.32418222725577
"4905",105,"S 11","SPF","subject 13",5.10476,1.63213047748166
"4906",106,"NS 11","SPF","subject 13",7.34795,1.99578136133468
"4907",107,"NS 11","SPF","subject 13",14.8388,2.69791905390275
"4908",108,"NS 11","SPF","subject 13",9.08285,2.20748839040184
"4909",109,"NS 11","SPF","subject 13",1.36314,0.317100088084327
"4910",110,"NS 11","SPF","subject 13",1.60506,0.479372107687299
"4911",111,"S 12","SPF","subject 13",1.27322,0.249372544043565
"4912",112,"S 12","SPF","subject 13",1.04132,0.0500465174841357
"4913",113,"S 12","SPF","subject 13",0.674491,-0.379079782623492
"4914",114,"S 12","SPF","subject 13",0.522388,-0.630382732159225
"4915",115,"S 12","SPF","subject 13",0.282468,-1.22940002000443
"4916",116,"NS 12","SPF","subject 13",0.403991,-0.881911044523556
"4917",117,"NS 12","SPF","subject 13",2.55178,0.940702329373728
"4918",118,"NS 12","SPF","subject 13",4.86138,1.58337726450996
"4919",119,"NS 12","SPF","subject 13",5.37039,1.68276086225269
"4920",120,"NS 12","SPF","subject 13",5.52057,1.71029088436352
"4921",121,"S 13","SPF","subject 13",5.96004,1.78675362754957
"4922",122,"S 13","SPF","subject 13",7.35348,1.99653264708071
"4923",123,"S 13","SPF","subject 13",4.72519,1.55502185254893
"4924",124,"S 13","SPF","subject 13",2.94283,1.08276403253032
"4925",125,"S 13","SPF","subject 13",7.79098,2.05424936682901
"4926",126,"NS 13","SPF","subject 13",8.08607,2.09137875875279
"4927",127,"NS 13","SPF","subject 13",9.16507,2.21649002333932
"4928",128,"NS 13","SPF","subject 13",4.19866,1.43714430724312
"4929",129,"NS 13","SPF","subject 13",1.612,0.483659955693221
"4930",130,"NS 13","SPF","subject 13",2.19501,0.790732044035918
"4931",131,"S 14","SPF","subject 13",2.18278,0.785170145205997
"4932",132,"S 14","SPF","subject 13",1.16298,0.1595475192276
"4933",133,"S 14","SPF","subject 13",0.504886,-0.663809762045271
"4934",134,"S 14","SPF","subject 13",0.240121,-1.38581047821011
"4935",135,"S 14","SPF","subject 13",0.100147,-2.20593944169251
"4936",136,"NS 14","SPF","subject 13",0.162493,-1.75739862304425
"4937",137,"NS 14","SPF","subject 13",0.388228,-0.920730573400217
"4938",138,"NS 14","SPF","subject 13",1.49061,0.405871692108353
"4939",139,"NS 14","SPF","subject 13",2.80388,1.03456431385968
"4940",140,"NS 14","SPF","subject 13",1.89468,0.644314015465987
"4941",141,"S 15","SPF","subject 13",0.450893,-0.774589367047294
"4942",142,"S 15","SPF","subject 13",1.71014,0.542405682861777
"4943",143,"S 15","SPF","subject 13",1.78085,0.58269036747737
"4944",144,"S 15","SPF","subject 13",6.39456,1.85701023665801
"4945",145,"S 15","SPF","subject 13",11.5332,2.44609651900091
"4946",146,"NS 15","SPF","subject 13",12.5491,2.53044550242168
"4947",147,"NS 15","SPF","subject 13",11.7215,2.46227753172764
"4948",148,"NS 15","SPF","subject 13",12.3002,2.51042818701808
"4949",149,"NS 15","SPF","subject 13",7.61372,2.03126443954946
"4950",150,"NS 15","SPF","subject 13",4.5865,1.52529514432167
"4951",1,"S 1","SPF","subject 14",0.588962,-0.512557121944139
"4952",2,"S 1","SPF","subject 14",0.299588,-1.17251289770766
"4953",3,"S 1","SPF","subject 14",0.164765,-1.74431306464212
"4954",4,"S 1","SPF","subject 14",0.345255,-1.03491943750862
"4955",5,"S 1","SPF","subject 14",0.188523,-1.61685031654956
"4956",6,"NS 1","SPF","subject 14",0.369561,-0.968739957250479
"4957",7,"NS 1","SPF","subject 14",0.113757,-2.08943531347655
"4958",8,"NS 1","SPF","subject 14",0.0977042,-2.22836669836568
"4959",9,"NS 1","SPF","subject 14",0.0355196,-3.08961227654889
"4960",10,"NS 1","SPF","subject 14",0.166751,-1.73301331651283
"4961",11,"S 2","SPF","subject 14",0.104855,-2.16408481574894
"4962",12,"S 2","SPF","subject 14",0.108243,-2.13501344997962
"4963",13,"S 2","SPF","subject 14",0.145303,-1.86237723156398
"4964",14,"S 2","SPF","subject 14",0.0966839,-2.23788502240629
"4965",15,"S 2","SPF","subject 14",0.128634,-1.97591791206466
"4966",16,"NS 2","SPF","subject 14",0.362486,-0.987555825761433
"4967",17,"NS 2","SPF","subject 14",2.23119,0.807006974803625
"4968",18,"NS 2","SPF","subject 14",3.97048,1.38140241503946
"4969",19,"NS 2","SPF","subject 14",4.27537,1.45520689604661
"4970",20,"NS 2","SPF","subject 14",2.88128,1.06169931064457
"4971",21,"S 3","SPF","subject 14",1.15621,0.15375917462767
"4972",22,"S 3","SPF","subject 14",1.03636,0.0453174746904594
"4973",23,"S 3","SPF","subject 14",0.633747,-0.440449487209225
"4974",24,"S 3","SPF","subject 14",0.818961,-0.187582169585562
"4975",25,"S 3","SPF","subject 14",1.01396,0.0236774633543567
"4976",26,"NS 3","SPF","subject 14",2.28653,0.831399288055669
"4977",27,"NS 3","SPF","subject 14",1.73525,0.556897811868374
"4978",28,"NS 3","SPF","subject 14",4.11488,1.4170369284544
"4979",29,"NS 3","SPF","subject 14",6.49192,1.87209751789953
"4980",30,"NS 3","SPF","subject 14",4.37836,1.47895558098027
"4981",31,"S 4","SPF","subject 14",2.23078,0.806824019540139
"4982",32,"S 4","SPF","subject 14",0.884038,-0.112006999119119
"4983",33,"S 4","SPF","subject 14",0.7348,-0.29463955301928
"4984",34,"S 4","SPF","subject 14",0.446802,-0.783505242366208
"4985",35,"S 4","SPF","subject 14",0.31927,-1.11087719608818
"4986",36,"NS 4","SPF","subject 14",0.173174,-1.69731875821128
"4987",37,"NS 4","SPF","subject 14",0.406889,-0.874935279667756
"4988",38,"NS 4","SPF","subject 14",0.242053,-1.37811589612401
"4989",39,"NS 4","SPF","subject 14",0.094643,-2.25720072195945
"4990",40,"NS 4","SPF","subject 14",0.401905,-0.88696253874512
"4991",41,"S 5","SPF","subject 14",1.43165,0.365788290955266
"4992",42,"S 5","SPF","subject 14",2.4841,0.913927942684967
"4993",43,"S 5","SPF","subject 14",1.21401,0.202132353991401
"4994",44,"S 5","SPF","subject 14",0.527656,-0.620536328531501
"4995",45,"S 5","SPF","subject 14",0.202775,-1.54752000961911
"4996",46,"NS 5","SPF","subject 14",0.306811,-1.14944989742245
"4997",47,"NS 5","SPF","subject 14",0.177234,-1.67539610749865
"4998",48,"NS 5","SPF","subject 14",0.157248,-1.78827753819179
"4999",49,"NS 5","SPF","subject 14",0.140564,-1.89336703601657
"5000",50,"NS 5","SPF","subject 14",0.64087,-0.429445349495164
"5001",51,"S 6","SPF","subject 14",2.86288,1.05531501093827
"5002",52,"S 6","SPF","subject 14",3.27455,1.18922965625172
"5003",53,"S 6","SPF","subject 14",3.40571,1.22838537770899
"5004",54,"S 6","SPF","subject 14",1.5078,0.417261917987675
"5005",55,"S 6","SPF","subject 14",0.698176,-0.345062628610566
"5006",56,"NS 6","SPF","subject 14",0.779835,-0.23593121609501
"5007",57,"NS 6","SPF","subject 14",1.92749,0.661393320941723
"5008",58,"NS 6","SPF","subject 14",7.58051,2.02689878282603
"5009",59,"NS 6","SPF","subject 14",4.98123,1.60768237237499
"5010",60,"NS 6","SPF","subject 14",4.68525,1.54655135937891
"5011",61,"S 7","SPF","subject 14",4.9989,1.61121633011151
"5012",62,"S 7","SPF","subject 14",17.3983,2.85694710398092
"5013",63,"S 7","SPF","subject 14",15.4883,2.74073034049084
"5014",64,"S 7","SPF","subject 14",14.0962,2.64661441704929
"5015",65,"S 7","SPF","subject 14",5.89619,1.77600095347816
"5016",66,"NS 7","SPF","subject 14",1.67497,0.521747759491527
"5017",67,"NS 7","SPF","subject 14",0.76924,-0.249436193269134
"5018",68,"NS 7","SPF","subject 14",1.0059,0.0157749191153622
"5019",69,"NS 7","SPF","subject 14",4.11995,1.41826530036213
"5020",70,"NS 7","SPF","subject 14",2.83505,1.0455806421163
"5021",71,"S 8","SPF","subject 14",2.1321,0.761786656276633
"5022",72,"S 8","SPF","subject 14",3.43019,1.23552670241818
"5023",73,"S 8","SPF","subject 14",2.17654,0.782320385780796
"5024",74,"S 8","SPF","subject 14",2.17343,0.780897034808111
"5025",75,"S 8","SPF","subject 14",2.06737,0.731102670578966
"5026",76,"NS 8","SPF","subject 14",0.75567,-0.267004011466054
"5027",77,"NS 8","SPF","subject 14",0.457213,-0.760970022512772
"5028",78,"NS 8","SPF","subject 14",0.272657,-1.26352113055632
"5029",79,"NS 8","SPF","subject 14",0.542421,-0.593444842239102
"5030",80,"NS 8","SPF","subject 14",0.896355,-0.0983242174557781
"5031",81,"S 9","SPF","subject 14",0.805681,-0.203731931824169
"5032",82,"S 9","SPF","subject 14",1.38702,0.334341396564615
"5033",83,"S 9","SPF","subject 14",4.13998,1.42310351495389
"5034",84,"S 9","SPF","subject 14",5.64863,1.73318181344643
"5035",85,"S 9","SPF","subject 14",1.88371,0.638537867940256
"5036",86,"NS 9","SPF","subject 14",4.4215,1.48873812719632
"5037",87,"NS 9","SPF","subject 14",2.28381,0.830214190516775
"5038",88,"NS 9","SPF","subject 14",1.06001,0.0676679942245356
"5039",89,"NS 9","SPF","subject 14",0.199687,-1.56213933631972
"5040",90,"NS 9","SPF","subject 14",0.350545,-1.02013850341765
"5041",91,"S 10","SPF","subject 14",0.235788,-1.40328590322095
"5042",92,"S 10","SPF","subject 14",0.149879,-1.83333799984959
"5043",93,"S 10","SPF","subject 14",0.0495665,-2.82066194347423
"5044",94,"S 10","SPF","subject 14",0.0310311,-3.19342496323594
"5045",95,"S 10","SPF","subject 14",0.142153,-1.88286868544938
"5046",96,"NS 10","SPF","subject 14",0.248045,-1.35462129066503
"5047",97,"NS 10","SPF","subject 14",0.28533,-1.21966190379058
"5048",98,"NS 10","SPF","subject 14",0.202563,-1.54851686396815
"5049",99,"NS 10","SPF","subject 14",0.463698,-0.74718529114283
"5050",100,"NS 10","SPF","subject 14",2.2489,0.814877969131092
"5051",101,"S 11","SPF","subject 14",3.22716,1.17469640220572
"5052",102,"S 11","SPF","subject 14",3.54527,1.26843100973829
"5053",103,"S 11","SPF","subject 14",2.99242,1.09941863015408
"5054",104,"S 11","SPF","subject 14",1.48126,0.399621400191244
"5055",105,"S 11","SPF","subject 14",1.80882,0.598187939169531
"5056",106,"NS 11","SPF","subject 14",1.76978,0.576489761159822
"5057",107,"NS 11","SPF","subject 14",0.910113,-0.0832587903946008
"5058",108,"NS 11","SPF","subject 14",0.1006,-2.2018351898939
"5059",109,"NS 11","SPF","subject 14",0.319272,-1.11087112206405
"5060",110,"NS 11","SPF","subject 14",0.355091,-1.00760864140499
"5061",111,"S 12","SPF","subject 14",1.29886,0.269156529336346
"5062",112,"S 12","SPF","subject 14",2.15703,0.77335756648239
"5063",113,"S 12","SPF","subject 14",1.21768,0.205126209447218
"5064",114,"S 12","SPF","subject 14",3.12001,1.14103619943514
"5065",115,"S 12","SPF","subject 14",3.83551,1.34690623395367
"5066",116,"NS 12","SPF","subject 14",2.3854,0.873550231531269
"5067",117,"NS 12","SPF","subject 14",1.62767,0.493274499932573
"5068",118,"NS 12","SPF","subject 14",1.05333,0.0614054933274919
"5069",119,"NS 12","SPF","subject 14",0.444761,-0.787983272761559
"5070",120,"NS 12","SPF","subject 14",0.162632,-1.75659311774897
"5071",121,"S 13","SPF","subject 14",0.503002,-0.66747553518349
"5072",122,"S 13","SPF","subject 14",0.29431,-1.18970836031223
"5073",123,"S 13","SPF","subject 14",0.196216,-1.5788311158412
"5074",124,"S 13","SPF","subject 14",0.0873178,-2.32977336715875
"5075",125,"S 13","SPF","subject 14",0.0657458,-2.58037228167437
"5076",126,"NS 13","SPF","subject 14",0.0459028,-2.88414081063008
"5077",127,"NS 13","SPF","subject 14",0.104719,-2.16526961904469
