"","time","status","condition","subject","velocity","normVelocity"
"1397",47,"NS 5","VAN","subject 10",0.735393,-0.293843682912118
"1398",48,"NS 5","VAN","subject 10",0.912601,-0.0805584239656594
"1399",49,"NS 5","VAN","subject 10",0.874001,-0.123297085123414
"1400",50,"NS 5","VAN","subject 10",0.929551,-0.0623531774082305
"1401",51,"S 6","VAN","subject 10",6.61771,1.89125934483522
"1402",52,"S 6","VAN","subject 10",14.6468,2.6849043915949
"1403",53,"S 6","VAN","subject 10",10.0146,2.30504207214722
"1404",54,"S 6","VAN","subject 10",6.36396,1.85222094048126
"1405",55,"S 6","VAN","subject 10",2.7505,1.01541182274196
"1406",56,"NS 6","VAN","subject 10",0.70867,-0.330352997413192
"1407",57,"NS 6","VAN","subject 10",2.02797,0.711954214378155
"1408",58,"NS 6","VAN","subject 10",4.64781,1.53854538059157
"1409",59,"NS 6","VAN","subject 10",4.25997,1.45160680145473
"1410",60,"NS 6","VAN","subject 10",2.53302,0.933352351135756
"1411",61,"S 7","VAN","subject 10",1.75048,0.565586499139466
"1412",62,"S 7","VAN","subject 10",2.41858,0.887306724406439
"1413",63,"S 7","VAN","subject 10",2.44939,0.899913351715578
"1414",64,"S 7","VAN","subject 10",2.10811,0.750524181619078
"1415",65,"S 7","VAN","subject 10",2.39588,0.877915740996952
"1416",66,"NS 7","VAN","subject 10",2.11663,0.754538567160644
"1417",67,"NS 7","VAN","subject 10",0.858119,-0.141426476944497
"1418",68,"NS 7","VAN","subject 10",1.0042,0.0141001243787816
"1419",69,"NS 7","VAN","subject 10",2.18284,0.785197507357759
"1420",70,"NS 7","VAN","subject 10",2.65575,0.980485443916152
"1421",71,"S 8","VAN","subject 10",1.55507,0.447930551426335
"1422",72,"S 8","VAN","subject 10",1.25798,0.237425083019979
"1423",73,"S 8","VAN","subject 10",1.31044,0.2779650143884
"1424",74,"S 8","VAN","subject 10",0.773416,-0.244091434165249
"1425",75,"S 8","VAN","subject 10",0.825754,-0.179420967573131
"1426",76,"NS 8","VAN","subject 10",1.64513,0.503879555593091
"1427",77,"NS 8","VAN","subject 10",1.6462,0.504525821617463
"1428",78,"NS 8","VAN","subject 10",1.20436,0.194217189040342
"1429",79,"NS 8","VAN","subject 10",0.933662,-0.0579872277996035
"1430",80,"NS 8","VAN","subject 10",0.902115,-0.0919892003660719
"1431",81,"S 9","VAN","subject 10",7.41528,2.00489039441545
"1432",82,"S 9","VAN","subject 10",8.44045,2.13421969438899
"1433",83,"S 9","VAN","subject 10",3.13219,1.14492000904269
"1434",84,"S 9","VAN","subject 10",4.68919,1.54739015343816
"1435",85,"S 9","VAN","subject 10",3.96147,1.37913630324154
"1436",86,"NS 9","VAN","subject 10",3.97742,1.38314440521378
"1437",87,"NS 9","VAN","subject 10",4.08018,1.40858897886626
"1438",88,"NS 9","VAN","subject 10",1.97484,0.685538306356429
"1439",89,"NS 9","VAN","subject 10",1.14594,0.144913865788986
"1440",90,"NS 9","VAN","subject 10",1.18424,0.177509999796733
"1441",91,"S 10","VAN","subject 10",1.17703,0.171454389107648
"1442",92,"S 10","VAN","subject 10",0.368463,-0.971636965176159
"1443",93,"S 10","VAN","subject 10",0.208604,-1.52049340514544
"1444",94,"S 10","VAN","subject 10",0.192498,-1.59702526902753
"1445",95,"S 10","VAN","subject 10",0.181535,-1.65268471943738
"1446",96,"NS 10","VAN","subject 10",0.193798,-1.59062597178435
"1447",97,"NS 10","VAN","subject 10",0.0951103,-2.25274500399815
"1448",98,"NS 10","VAN","subject 10",0.134328,-1.93566679183164
"1449",99,"NS 10","VAN","subject 10",0.912121,-0.0810788275937756
"1450",100,"NS 10","VAN","subject 10",2.47844,0.911656008115612
"1451",101,"S 11","VAN","subject 10",5.04911,1.62119057850097
"1452",102,"S 11","VAN","subject 10",1.94966,0.672770988807116
"1453",103,"S 11","VAN","subject 10",8.65677,2.15949617235922
"1454",104,"S 11","VAN","subject 10",16.6151,2.81091360156142
"1455",105,"S 11","VAN","subject 10",22.0301,3.0928635214795
"1456",106,"NS 11","VAN","subject 10",22.1046,3.09623802388563
"1457",107,"NS 11","VAN","subject 10",22.0763,3.0949575067981
"1458",108,"NS 11","VAN","subject 10",16.6036,2.81022163704663
"1459",109,"NS 11","VAN","subject 10",5.92691,1.78118879600234
"1460",110,"NS 11","VAN","subject 10",1.84713,0.619032285305336
"1461",111,"S 12","VAN","subject 10",13.1163,2.57461785119184
"1462",112,"S 12","VAN","subject 10",16.1716,2.78387479425675
"1463",113,"S 12","VAN","subject 10",15.4271,2.73677370312133
"1464",114,"S 12","VAN","subject 10",10.9023,2.38989059339181
"1465",115,"S 12","VAN","subject 10",9.68392,2.2714988848618
"1466",116,"NS 12","VAN","subject 10",14.8011,2.69537689966062
"1467",117,"NS 12","VAN","subject 10",17.1208,2.84087801293847
"1468",118,"NS 12","VAN","subject 10",14.003,2.63998547018808
"1469",119,"NS 12","VAN","subject 10",11.1121,2.40893411991359
"1470",120,"NS 12","VAN","subject 10",NA,NA
"1471",121,"S 13","VAN","subject 10",NA,NA
"1472",122,"S 13","VAN","subject 10",NA,NA
"1473",123,"S 13","VAN","subject 10",NA,NA
"1474",124,"S 13","VAN","subject 10",NA,NA
"1475",125,"S 13","VAN","subject 10",NA,NA
"1476",126,"NS 13","VAN","subject 10",NA,NA
"1477",127,"NS 13","VAN","subject 10",NA,NA
"1478",128,"NS 13","VAN","subject 10",NA,NA
"1479",129,"NS 13","VAN","subject 10",NA,NA
"1480",130,"NS 13","VAN","subject 10",NA,NA
"1481",131,"S 14","VAN","subject 10",NA,NA
"1482",132,"S 14","VAN","subject 10",NA,NA
"1483",133,"S 14","VAN","subject 10",NA,NA
"1484",134,"S 14","VAN","subject 10",NA,NA
"1485",135,"S 14","VAN","subject 10",NA,NA
"1486",136,"NS 14","VAN","subject 10",NA,NA
"1487",137,"NS 14","VAN","subject 10",NA,NA
"1488",138,"NS 14","VAN","subject 10",NA,NA
"1489",139,"NS 14","VAN","subject 10",NA,NA
"1490",140,"NS 14","VAN","subject 10",NA,NA
"1491",141,"S 15","VAN","subject 10",NA,NA
"1492",142,"S 15","VAN","subject 10",NA,NA
"1493",143,"S 15","VAN","subject 10",NA,NA
"1494",144,"S 15","VAN","subject 10",NA,NA
"1495",145,"S 15","VAN","subject 10",NA,NA
"1496",146,"NS 15","VAN","subject 10",NA,NA
"1497",147,"NS 15","VAN","subject 10",NA,NA
"1498",148,"NS 15","VAN","subject 10",NA,NA
"1499",149,"NS 15","VAN","subject 10",NA,NA
"1500",150,"NS 15","VAN","subject 10",NA,NA
"1501",1,"S 1","VAN","subject 11",10.6767,2.36899997766002
"1502",2,"S 1","VAN","subject 11",2.95687,1.08750752504711
"1503",3,"S 1","VAN","subject 11",4.87032,1.58521079148568
"1504",4,"S 1","VAN","subject 11",1.64031,0.500963149053359
"1505",5,"S 1","VAN","subject 11",1.59353,0.472207449049961
"1506",6,"NS 1","VAN","subject 11",0.749402,-0.275223997529752
"1507",7,"NS 1","VAN","subject 11",0.228738,-1.43238856266457
"1508",8,"NS 1","VAN","subject 11",0.191925,-1.59985893765378
"1509",9,"NS 1","VAN","subject 11",0.354592,-1.00897635883239
"1510",10,"NS 1","VAN","subject 11",0.131058,-1.95858412566643
"1511",11,"S 2","VAN","subject 11",0.168688,-1.72211401072234
"1512",12,"S 2","VAN","subject 11",0.0841303,-2.36307528634639
"1513",13,"S 2","VAN","subject 11",0.0838946,-2.36558240240879
"1514",14,"S 2","VAN","subject 11",0.195262,-1.58346806707239
"1515",15,"S 2","VAN","subject 11",1.14028,0.140005391000007
"1516",16,"NS 2","VAN","subject 11",2.68312,0.990700372806989
"1517",17,"NS 2","VAN","subject 11",3.9059,1.36504518808072
"1518",18,"NS 2","VAN","subject 11",6.44708,1.86517720322222
"1519",19,"NS 2","VAN","subject 11",7.00711,1.94835145236219
"1520",20,"NS 2","VAN","subject 11",5.57968,1.72092204044794
"1521",21,"S 3","VAN","subject 11",5.64232,1.73206608034627
"1522",22,"S 3","VAN","subject 11",7.40033,2.00287497272932
"1523",23,"S 3","VAN","subject 11",4.74154,1.55846877602799
"1524",24,"S 3","VAN","subject 11",2.1306,0.761086163568138
"1525",25,"S 3","VAN","subject 11",0.570705,-0.543512396343285
"1526",26,"NS 3","VAN","subject 11",1.04634,0.0548101031599195
"1527",27,"NS 3","VAN","subject 11",6.53455,1.87863264222351
"1528",28,"NS 3","VAN","subject 11",21.6658,3.07619643086669
"1529",29,"NS 3","VAN","subject 11",42.9484,3.76023220555918
"1530",30,"NS 3","VAN","subject 11",53.9928,3.98903589707187
"1531",31,"S 4","VAN","subject 11",54.0101,3.98935619952899
"1532",32,"S 4","VAN","subject 11",51.5654,3.94304481462283
"1533",33,"S 4","VAN","subject 11",36.9568,3.61002021253473
"1534",34,"S 4","VAN","subject 11",30.0484,3.40314215602865
"1535",35,"S 4","VAN","subject 11",23.2588,3.14711340744131
"1536",36,"NS 4","VAN","subject 11",22.5862,3.11778175054794
"1537",37,"NS 4","VAN","subject 11",NA,NA
"1538",38,"NS 4","VAN","subject 11",NA,NA
"1539",39,"NS 4","VAN","subject 11",NA,NA
"1540",40,"NS 4","VAN","subject 11",NA,NA
"1541",41,"S 5","VAN","subject 11",NA,NA
"1542",42,"S 5","VAN","subject 11",NA,NA
"1543",43,"S 5","VAN","subject 11",NA,NA
"1544",44,"S 5","VAN","subject 11",NA,NA
"1545",45,"S 5","VAN","subject 11",NA,NA
"1546",46,"NS 5","VAN","subject 11",NA,NA
"1547",47,"NS 5","VAN","subject 11",NA,NA
"1548",48,"NS 5","VAN","subject 11",NA,NA
"1549",49,"NS 5","VAN","subject 11",NA,NA
"1550",50,"NS 5","VAN","subject 11",NA,NA
"1551",51,"S 6","VAN","subject 11",NA,NA
"1552",52,"S 6","VAN","subject 11",NA,NA
"1553",53,"S 6","VAN","subject 11",NA,NA
"1554",54,"S 6","VAN","subject 11",NA,NA
"1555",55,"S 6","VAN","subject 11",NA,NA
"1556",56,"NS 6","VAN","subject 11",NA,NA
"1557",57,"NS 6","VAN","subject 11",NA,NA
"1558",58,"NS 6","VAN","subject 11",NA,NA
"1559",59,"NS 6","VAN","subject 11",NA,NA
"1560",60,"NS 6","VAN","subject 11",NA,NA
"1561",61,"S 7","VAN","subject 11",NA,NA
"1562",62,"S 7","VAN","subject 11",NA,NA
"1563",63,"S 7","VAN","subject 11",NA,NA
"1564",64,"S 7","VAN","subject 11",NA,NA
"1565",65,"S 7","VAN","subject 11",NA,NA
"1566",66,"NS 7","VAN","subject 11",NA,NA
"1567",67,"NS 7","VAN","subject 11",NA,NA
"1568",68,"NS 7","VAN","subject 11",NA,NA
"1569",69,"NS 7","VAN","subject 11",NA,NA
"1570",70,"NS 7","VAN","subject 11",NA,NA
"1571",71,"S 8","VAN","subject 11",NA,NA
"1572",72,"S 8","VAN","subject 11",NA,NA
"1573",73,"S 8","VAN","subject 11",NA,NA
"1574",74,"S 8","VAN","subject 11",NA,NA
"1575",75,"S 8","VAN","subject 11",NA,NA
"1576",76,"NS 8","VAN","subject 11",NA,NA
"1577",77,"NS 8","VAN","subject 11",NA,NA
"1578",78,"NS 8","VAN","subject 11",NA,NA
"1579",79,"NS 8","VAN","subject 11",NA,NA
"1580",80,"NS 8","VAN","subject 11",NA,NA
"1581",81,"S 9","VAN","subject 11",NA,NA
"1582",82,"S 9","VAN","subject 11",NA,NA
"1583",83,"S 9","VAN","subject 11",NA,NA
"1584",84,"S 9","VAN","subject 11",NA,NA
"1585",85,"S 9","VAN","subject 11",NA,NA
"1586",86,"NS 9","VAN","subject 11",NA,NA
"1587",87,"NS 9","VAN","subject 11",NA,NA
"1588",88,"NS 9","VAN","subject 11",NA,NA
"1589",89,"NS 9","VAN","subject 11",NA,NA
"1590",90,"NS 9","VAN","subject 11",NA,NA
"1591",91,"S 10","VAN","subject 11",NA,NA
"1592",92,"S 10","VAN","subject 11",NA,NA
"1593",93,"S 10","VAN","subject 11",NA,NA
"1594",94,"S 10","VAN","subject 11",NA,NA
"1595",95,"S 10","VAN","subject 11",NA,NA
"1596",96,"NS 10","VAN","subject 11",NA,NA
"1597",97,"NS 10","VAN","subject 11",NA,NA
"1598",98,"NS 10","VAN","subject 11",NA,NA
"1599",99,"NS 10","VAN","subject 11",NA,NA
"1600",100,"NS 10","VAN","subject 11",NA,NA
"1601",101,"S 11","VAN","subject 11",NA,NA
"1602",102,"S 11","VAN","subject 11",NA,NA
"1603",103,"S 11","VAN","subject 11",NA,NA
"1604",104,"S 11","VAN","subject 11",NA,NA
"1605",105,"S 11","VAN","subject 11",NA,NA
"1606",106,"NS 11","VAN","subject 11",NA,NA
"1607",107,"NS 11","VAN","subject 11",NA,NA
"1608",108,"NS 11","VAN","subject 11",NA,NA
"1609",109,"NS 11","VAN","subject 11",NA,NA
"1610",110,"NS 11","VAN","subject 11",NA,NA
"1611",111,"S 12","VAN","subject 11",NA,NA
"1612",112,"S 12","VAN","subject 11",NA,NA
"1613",113,"S 12","VAN","subject 11",NA,NA
"1614",114,"S 12","VAN","subject 11",NA,NA
"1615",115,"S 12","VAN","subject 11",NA,NA
"1616",116,"NS 12","VAN","subject 11",NA,NA
"1617",117,"NS 12","VAN","subject 11",NA,NA
"1618",118,"NS 12","VAN","subject 11",NA,NA
"1619",119,"NS 12","VAN","subject 11",NA,NA
"1620",120,"NS 12","VAN","subject 11",NA,NA
"1621",121,"S 13","VAN","subject 11",NA,NA
"1622",122,"S 13","VAN","subject 11",NA,NA
"1623",123,"S 13","VAN","subject 11",NA,NA
"1624",124,"S 13","VAN","subject 11",NA,NA
"1625",125,"S 13","VAN","subject 11",NA,NA
"1626",126,"NS 13","VAN","subject 11",NA,NA
"1627",127,"NS 13","VAN","subject 11",NA,NA
"1628",128,"NS 13","VAN","subject 11",NA,NA
"1629",129,"NS 13","VAN","subject 11",NA,NA
"1630",130,"NS 13","VAN","subject 11",NA,NA
"1631",131,"S 14","VAN","subject 11",NA,NA
"1632",132,"S 14","VAN","subject 11",NA,NA
"1633",133,"S 14","VAN","subject 11",NA,NA
"1634",134,"S 14","VAN","subject 11",NA,NA
"1635",135,"S 14","VAN","subject 11",NA,NA
"1636",136,"NS 14","VAN","subject 11",NA,NA
"1637",137,"NS 14","VAN","subject 11",NA,NA
"1638",138,"NS 14","VAN","subject 11",NA,NA
"1639",139,"NS 14","VAN","subject 11",NA,NA
"1640",140,"NS 14","VAN","subject 11",NA,NA
"1641",141,"S 15","VAN","subject 11",NA,NA
"1642",142,"S 15","VAN","subject 11",NA,NA
"1643",143,"S 15","VAN","subject 11",NA,NA
"1644",144,"S 15","VAN","subject 11",NA,NA
"1645",145,"S 15","VAN","subject 11",NA,NA
"1646",146,"NS 15","VAN","subject 11",NA,NA
"1647",147,"NS 15","VAN","subject 11",NA,NA
"1648",148,"NS 15","VAN","subject 11",NA,NA
"1649",149,"NS 15","VAN","subject 11",NA,NA
"1650",150,"NS 15","VAN","subject 11",NA,NA
"1651",1,"S 1","VAN","subject 12",3.03209,1.11254477919827
"1652",2,"S 1","VAN","subject 12",1.62681,0.492749225678478
"1653",3,"S 1","VAN","subject 12",0.469506,-0.734998871702521
"1654",4,"S 1","VAN","subject 12",0.503332,-0.666832469648543
"1655",5,"S 1","VAN","subject 12",0.403329,-0.883511392977088
"1656",6,"NS 1","VAN","subject 12",0.318342,-1.11369953088744
"1657",7,"NS 1","VAN","subject 12",0.247845,-1.35539664979205
"1658",8,"NS 1","VAN","subject 12",2.07395,0.734265131280843
"1659",9,"NS 1","VAN","subject 12",3.49225,1.25340561909409
"1660",10,"NS 1","VAN","subject 12",2.84251,1.04819930844471
"1661",11,"S 2","VAN","subject 12",1.5047,0.415217399550843
"1662",12,"S 2","VAN","subject 12",1.1942,0.18581544604821
"1663",13,"S 2","VAN","subject 12",1.08423,0.0900509195629131
"1664",14,"S 2","VAN","subject 12",1.07208,0.0788851148444927
"1665",15,"S 2","VAN","subject 12",0.828045,-0.176683480657799
"1666",16,"NS 2","VAN","subject 12",0.666456,-0.390887874136936
"1667",17,"NS 2","VAN","subject 12",1.45743,0.383512571412067
"1668",18,"NS 2","VAN","subject 12",1.3891,0.335829172757103
"1669",19,"NS 2","VAN","subject 12",1.27392,0.249917898030764
"1670",20,"NS 2","VAN","subject 12",6.68307,1.901072662752
"1671",21,"S 3","VAN","subject 12",9.45413,2.24750886284548
"1672",22,"S 3","VAN","subject 12",5.41557,1.69112296303157
"1673",23,"S 3","VAN","subject 12",1.90752,0.651032684452598
"1674",24,"S 3","VAN","subject 12",0.614681,-0.470514159544154
"1675",25,"S 3","VAN","subject 12",0.491458,-0.690235423841008
"1676",26,"NS 3","VAN","subject 12",0.405204,-0.878985313265496
"1677",27,"NS 3","VAN","subject 12",0.0851333,-2.352476212993
"1678",28,"NS 3","VAN","subject 12",0.0531097,-2.7628807970021
"1679",29,"NS 3","VAN","subject 12",0.10438,-2.16822904049497
"1680",30,"NS 3","VAN","subject 12",0.173403,-1.69606936160544
"1681",31,"S 4","VAN","subject 12",0.111236,-2.11001621974854
"1682",32,"S 4","VAN","subject 12",0.32922,-1.08110641453844
"1683",33,"S 4","VAN","subject 12",0.886382,-0.109388617578263
"1684",34,"S 4","VAN","subject 12",2.76688,1.0213279952916
"1685",35,"S 4","VAN","subject 12",2.93287,1.07938529566272
"1686",36,"NS 4","VAN","subject 12",2.9009,1.06846231171723
"1687",37,"NS 4","VAN","subject 12",2.01333,0.704744668955482
"1688",38,"NS 4","VAN","subject 12",1.66171,0.513847054643114
"1689",39,"NS 4","VAN","subject 12",2.48433,0.914020156066797
"1690",40,"NS 4","VAN","subject 12",7.21786,1.97794300342231
"1691",41,"S 5","VAN","subject 12",12.0903,2.49323024568377
"1692",42,"S 5","VAN","subject 12",11.8739,2.47518454288976
"1693",43,"S 5","VAN","subject 12",11.9482,2.48141723552373
"1694",44,"S 5","VAN","subject 12",17.2073,2.84591469228097
"1695",45,"S 5","VAN","subject 12",6.63596,1.89400915125645
"1696",46,"NS 5","VAN","subject 12",1.45543,0.382148714760187
"1697",47,"NS 5","VAN","subject 12",1.30174,0.271354500151776
"1698",48,"NS 5","VAN","subject 12",4.5226,1.51129572628269
"1699",49,"NS 5","VAN","subject 12",10.8003,2.38049938334744
"1700",50,"NS 5","VAN","subject 12",11.7506,2.46475496157715
"1701",51,"S 6","VAN","subject 12",14.0558,2.64374631910139
"1702",52,"S 6","VAN","subject 12",15.484,2.74045285220971
"1703",53,"S 6","VAN","subject 12",8.10046,2.09315458661744
"1704",54,"S 6","VAN","subject 12",3.70826,1.31325581692419
"1705",55,"S 6","VAN","subject 12",7.45219,2.00984893681734
"1706",56,"NS 6","VAN","subject 12",4.59455,1.52704494506267
"1707",57,"NS 6","VAN","subject 12",2.54372,0.937551119650443
"1708",58,"NS 6","VAN","subject 12",0.516303,-0.641878186467645
"1709",59,"NS 6","VAN","subject 12",0.326375,-1.08952866993507
"1710",60,"NS 6","VAN","subject 12",0.352803,-1.0138952917566
"1711",61,"S 7","VAN","subject 12",0.153138,-1.81315881059395
"1712",62,"S 7","VAN","subject 12",0.0966587,-2.23812126214572
"1713",63,"S 7","VAN","subject 12",0.126999,-1.98778165245072
"1714",64,"S 7","VAN","subject 12",0.236562,-1.4001417958274
"1715",65,"S 7","VAN","subject 12",0.135689,-1.92628106622887
"1716",66,"NS 7","VAN","subject 12",0.21218,-1.50426741482856
"1717",67,"NS 7","VAN","subject 12",0.616279,-0.467959320269987
"1718",68,"NS 7","VAN","subject 12",1.54369,0.440632746846152
"1719",69,"NS 7","VAN","subject 12",1.01342,0.0231499598986995
"1720",70,"NS 7","VAN","subject 12",1.03634,0.0452983606272869
"1721",71,"S 8","VAN","subject 12",2.89663,1.06699433449431
"1722",72,"S 8","VAN","subject 12",6.93815,1.93847543709228
"1723",73,"S 8","VAN","subject 12",3.67566,1.30444961408162
"1724",74,"S 8","VAN","subject 12",0.884175,-0.111853773524329
"1725",75,"S 8","VAN","subject 12",2.14686,0.768653460340008
"1726",76,"NS 8","VAN","subject 12",1.49419,0.408254547335946
"1727",77,"NS 8","VAN","subject 12",0.634795,-0.438822842162215
"1728",78,"NS 8","VAN","subject 12",0.200399,-1.55874955098159
"1729",79,"NS 8","VAN","subject 12",0.191966,-1.59965591257948
"1730",80,"NS 8","VAN","subject 12",0.247875,-1.35528030759072
"1731",81,"S 9","VAN","subject 12",0.141813,-1.88510577868873
"1732",82,"S 9","VAN","subject 12",0.0554628,-2.72627323661063
"1733",83,"S 9","VAN","subject 12",0.361569,-0.990020698557871
"1734",84,"S 9","VAN","subject 12",1.19399,0.185641041204297
"1735",85,"S 9","VAN","subject 12",0.995295,0.00528103077715928
"1736",86,"NS 9","VAN","subject 12",0.658249,-0.403094420410169
"1737",87,"NS 9","VAN","subject 12",0.219883,-1.47018479514064
"1738",88,"NS 9","VAN","subject 12",0.0865211,-2.33799364168851
"1739",89,"NS 9","VAN","subject 12",0.119416,-2.04472325695474
"1740",90,"NS 9","VAN","subject 12",0.289778,-1.20471307826109
"1741",91,"S 10","VAN","subject 12",0.410475,-0.866370254368641
"1742",92,"S 10","VAN","subject 12",0.917616,-0.0751374249353755
"1743",93,"S 10","VAN","subject 12",1.80577,0.596509620175683
"1744",94,"S 10","VAN","subject 12",2.01903,0.707557846343046
"1745",95,"S 10","VAN","subject 12",1.57007,0.45746914985496
"1746",96,"NS 10","VAN","subject 12",4.09569,1.41237381647717
"1747",97,"NS 10","VAN","subject 12",2.72085,1.00461291604722
"1748",98,"NS 10","VAN","subject 12",1.50422,0.41490045489465
"1749",99,"NS 10","VAN","subject 12",0.961306,-0.029113721304761
"1750",100,"NS 10","VAN","subject 12",2.73135,1.00845049979275
"1751",101,"S 11","VAN","subject 12",1.60822,0.481326779726917
"1752",102,"S 11","VAN","subject 12",1.80098,0.593868135217987
"1753",103,"S 11","VAN","subject 12",1.42171,0.358869534063251
"1754",104,"S 11","VAN","subject 12",2.0788,0.736589738402782
"1755",105,"S 11","VAN","subject 12",3.98591,1.38527133801015
"1756",106,"NS 11","VAN","subject 12",4.63886,1.536622028252
"1757",107,"NS 11","VAN","subject 12",4.67393,1.54413750113191
"1758",108,"NS 11","VAN","subject 12",2.57982,0.951588375226845
"1759",109,"NS 11","VAN","subject 12",0.831997,-0.171978827691526
"1760",110,"NS 11","VAN","subject 12",1.75204,0.566472228731909
"1761",111,"S 12","VAN","subject 12",0.503296,-0.666902602160056
"1762",112,"S 12","VAN","subject 12",0.237463,-1.39649420309837
"1763",113,"S 12","VAN","subject 12",1.97743,0.68684234680032
"1764",114,"S 12","VAN","subject 12",3.4941,1.25393371147971
"1765",115,"S 12","VAN","subject 12",1.71234,0.543683831347465
"1766",116,"NS 12","VAN","subject 12",3.80772,1.33965338578872
"1767",117,"NS 12","VAN","subject 12",10.5961,2.3614293072958
"1768",118,"NS 12","VAN","subject 12",12.8334,2.55283006071693
"1769",119,"NS 12","VAN","subject 12",6.06336,1.80391199393343
"1770",120,"NS 12","VAN","subject 12",1.76841,0.575719706683979
"1771",121,"S 13","VAN","subject 12",0.629407,-0.447214094652794
"1772",122,"S 13","VAN","subject 12",0.972842,-0.0173069042054939
"1773",123,"S 13","VAN","subject 12",0.774389,-0.242850208215695
"1774",124,"S 13","VAN","subject 12",0.265835,-1.28795241812121
"1775",125,"S 13","VAN","subject 12",0.123022,-2.01724075090586
"1776",126,"NS 13","VAN","subject 12",8.84263,2.1807145900133
"1777",127,"NS 13","VAN","subject 12",20.4065,3.0163433974581
"1778",128,"NS 13","VAN","subject 12",24.4146,3.19559082113149
"1779",129,"NS 13","VAN","subject 12",29.5804,3.38744998440118
"1780",130,"NS 13","VAN","subject 12",34.0807,3.5290246198199
"1781",131,"S 14","VAN","subject 12",33.2117,3.50320327686738
"1782",132,"S 14","VAN","subject 12",32.3211,3.47602961528473
"1783",133,"S 14","VAN","subject 12",22.4085,3.1098865108563
"1784",134,"S 14","VAN","subject 12",23.2092,3.14497952261852
"1785",135,"S 14","VAN","subject 12",21.2821,3.05833611189914
"1786",136,"NS 14","VAN","subject 12",NA,NA
"1787",137,"NS 14","VAN","subject 12",NA,NA
"1788",138,"NS 14","VAN","subject 12",NA,NA
"1789",139,"NS 14","VAN","subject 12",NA,NA
"1790",140,"NS 14","VAN","subject 12",NA,NA
"1791",141,"S 15","VAN","subject 12",NA,NA
"1792",142,"S 15","VAN","subject 12",NA,NA
"1793",143,"S 15","VAN","subject 12",NA,NA
"1794",144,"S 15","VAN","subject 12",NA,NA
"1795",145,"S 15","VAN","subject 12",NA,NA
"1796",146,"NS 15","VAN","subject 12",NA,NA
"1797",147,"NS 15","VAN","subject 12",NA,NA
"1798",148,"NS 15","VAN","subject 12",NA,NA
"1799",149,"NS 15","VAN","subject 12",NA,NA
"1800",150,"NS 15","VAN","subject 12",NA,NA
"1801",1,"S 1","VAN","subject 13",5.26822,1.66358891966792
"1802",2,"S 1","VAN","subject 13",3.99565,1.38770586448016
"1803",3,"S 1","VAN","subject 13",2.03307,0.714453578586738
"1804",4,"S 1","VAN","subject 13",0.529315,-0.617455463193007
"1805",5,"S 1","VAN","subject 13",0.572531,-0.540372876074236
"1806",6,"NS 1","VAN","subject 13",0.435533,-0.808483960740548
"1807",7,"NS 1","VAN","subject 13",0.375995,-0.951930862969077
"1808",8,"NS 1","VAN","subject 13",0.376558,-0.950473357530186
"1809",9,"NS 1","VAN","subject 13",0.20234,-1.54956651539671
"1810",10,"NS 1","VAN","subject 13",0.209888,-1.51463695316964
"1811",11,"S 2","VAN","subject 13",3.9627,1.37944596429105
"1812",12,"S 2","VAN","subject 13",9.04945,2.20380841181041
"1813",13,"S 2","VAN","subject 13",10.4944,2.35179421700659
"1814",14,"S 2","VAN","subject 13",12.6586,2.53912649099021
"1815",15,"S 2","VAN","subject 13",14.6121,2.68253408285745
"1816",16,"NS 2","VAN","subject 13",10.4577,2.34829432548765
"1817",17,"NS 2","VAN","subject 13",7.20078,1.97557712852455
"1818",18,"NS 2","VAN","subject 13",1.58221,0.465122988270631
"1819",19,"NS 2","VAN","subject 13",4.78551,1.56768006347199
"1820",20,"NS 2","VAN","subject 13",5.54739,1.7151285735879
"1821",21,"S 3","VAN","subject 13",2.97595,1.09391795416769
"1822",22,"S 3","VAN","subject 13",0.731251,-0.299415979598599
"1823",23,"S 3","VAN","subject 13",1.91678,0.655850215815552
"1824",24,"S 3","VAN","subject 13",1.35294,0.309644131202543
"1825",25,"S 3","VAN","subject 13",0.536806,-0.603661201259114
"1826",26,"NS 3","VAN","subject 13",0.303574,-1.15971990210622
"1827",27,"NS 3","VAN","subject 13",0.288701,-1.20831220592503
"1828",28,"NS 3","VAN","subject 13",0.164821,-1.74399268567684
"1829",29,"NS 3","VAN","subject 13",0.109982,-2.12041354745122
"1830",30,"NS 3","VAN","subject 13",0.198433,-1.56813763231064
"1831",31,"S 4","VAN","subject 13",1.22546,0.211443370365973
"1832",32,"S 4","VAN","subject 13",3.84218,1.34863922181608
"1833",33,"S 4","VAN","subject 13",5.65065,1.73353872661077
"1834",34,"S 4","VAN","subject 13",5.15247,1.64141514713225
"1835",35,"S 4","VAN","subject 13",2.48127,0.912792620610986
"1836",36,"NS 4","VAN","subject 13",1.31736,0.283192007178916
"1837",37,"NS 4","VAN","subject 13",1.6543,0.509404614610544
"1838",38,"NS 4","VAN","subject 13",2.63441,0.972447978046297
"1839",39,"NS 4","VAN","subject 13",3.57617,1.27708478064043
"1840",40,"NS 4","VAN","subject 13",2.99715,1.10099278636717
"1841",41,"S 5","VAN","subject 13",2.44342,0.89748296953568
"1842",42,"S 5","VAN","subject 13",1.88595,0.639720032177084
"1843",43,"S 5","VAN","subject 13",1.3233,0.287657072139276
