"","time","status","condition","subject","acceleration"
"3025",45,"S","SPF","subject 1",-0.120271
"3026",46,"NS","SPF","subject 1",0.068002
"3027",47,"NS","SPF","subject 1",0.137659
"3028",48,"NS","SPF","subject 1",-0.167329
"3029",49,"NS","SPF","subject 1",-0.056549
"3030",50,"NS","SPF","subject 1",-0.056436
"3031",51,"S","SPF","subject 1",-0.0063178
"3032",52,"S","SPF","subject 1",0.1313048
"3033",53,"S","SPF","subject 1",0.04042
"3034",54,"S","SPF","subject 1",-0.071851
"3035",55,"S","SPF","subject 1",-0.0251128
"3036",56,"NS","SPF","subject 1",0.00581680000000001
"3037",57,"NS","SPF","subject 1",0.079051
"3038",58,"NS","SPF","subject 1",-0.1039074
"3039",59,"NS","SPF","subject 1",-0.01029
"3040",60,"NS","SPF","subject 1",0.00253100000000001
"3041",61,"S","SPF","subject 1",-0.020625
"3042",62,"S","SPF","subject 1",0.0135031
"3043",63,"S","SPF","subject 1",0.0771163
"3044",64,"S","SPF","subject 1",0.012409
"3045",65,"S","SPF","subject 1",-0.047142
"3046",66,"NS","SPF","subject 1",-0.0468699
"3047",67,"NS","SPF","subject 1",0.0847029
"3048",68,"NS","SPF","subject 1",0.001915
"3049",69,"NS","SPF","subject 1",-0.038107
"3050",70,"NS","SPF","subject 1",0.060332
"3051",71,"S","SPF","subject 1",-0.1100694
"3052",72,"S","SPF","subject 1",0.2162124
"3053",73,"S","SPF","subject 1",-0.074513
"3054",74,"S","SPF","subject 1",0.06152
"3055",75,"S","SPF","subject 1",-0.084648
"3056",76,"NS","SPF","subject 1",-0.0953095
"3057",77,"NS","SPF","subject 1",0.0865235
"3058",78,"NS","SPF","subject 1",0.130719
"3059",79,"NS","SPF","subject 1",-0.185516
"3060",80,"NS","SPF","subject 1",0.032845
"3061",81,"S","SPF","subject 1",-0.028528
"3062",82,"S","SPF","subject 1",-0.0375753
"3063",83,"S","SPF","subject 1",-0.0114122
"3064",84,"S","SPF","subject 1",0.0627465
"3065",85,"S","SPF","subject 1",0.112961
"3066",86,"NS","SPF","subject 1",-0.1143
"3067",87,"NS","SPF","subject 1",0.012466
"3068",88,"NS","SPF","subject 1",0.019437
"3069",89,"NS","SPF","subject 1",0.028253
"3070",90,"NS","SPF","subject 1",-0.0950212
"3071",91,"S","SPF","subject 1",0.1184972
"3072",92,"S","SPF","subject 1",-0.091165
"3073",93,"S","SPF","subject 1",-0.0254473
"3074",94,"S","SPF","subject 1",-0.0375333
"3075",95,"S","SPF","subject 1",0.3244446
"3076",96,"NS","SPF","subject 1",-0.192987
"3077",97,"NS","SPF","subject 1",-0.116354
"3078",98,"NS","SPF","subject 1",0.038092
"3079",99,"NS","SPF","subject 1",0.089811
"3080",100,"NS","SPF","subject 1",-0.088776
"3081",101,"S","SPF","subject 1",-0.0448002
"3082",102,"S","SPF","subject 1",0.0997332
"3083",103,"S","SPF","subject 1",-0.057063
"3084",104,"S","SPF","subject 1",-0.0724838
"3085",105,"S","SPF","subject 1",0.0042494
"3086",106,"NS","SPF","subject 1",0.1630144
"3087",107,"NS","SPF","subject 1",0.025645
"3088",108,"NS","SPF","subject 1",-0.1336089
"3089",109,"NS","SPF","subject 1",0.0322199
"3090",110,"NS","SPF","subject 1",0.09388
"3091",111,"S","SPF","subject 1",-0.10625
"3092",112,"S","SPF","subject 1",0.150614
"3093",113,"S","SPF","subject 1",-0.140315
"3094",114,"S","SPF","subject 1",-0.0440777
"3095",115,"S","SPF","subject 1",-0.03088
"3096",116,"NS","SPF","subject 1",0.0581857
"3097",117,"NS","SPF","subject 1",0.122118
"3098",118,"NS","SPF","subject 1",-0.1485243
"3099",119,"NS","SPF","subject 1",0.0974733
"3100",120,"NS","SPF","subject 1",0.001277
"3101",121,"S","SPF","subject 1",-0.067725
"3102",122,"S","SPF","subject 1",0.041087
"3103",123,"S","SPF","subject 1",-0.052871
"3104",124,"S","SPF","subject 1",-0.0353692
"3105",125,"S","SPF","subject 1",-0.0038328
"3106",126,"NS","SPF","subject 1",0.056908
"3107",127,"NS","SPF","subject 1",0.103026
"3108",128,"NS","SPF","subject 1",-0.099336
"3109",129,"NS","SPF","subject 1",-0.0714857
"3110",130,"NS","SPF","subject 1",-0.0173521
"3111",131,"S","SPF","subject 1",0.1558718
"3112",132,"S","SPF","subject 1",-0.00308799999999998
"3113",133,"S","SPF","subject 1",-0.1004156
"3114",134,"S","SPF","subject 1",-0.0233021
"3115",135,"S","SPF","subject 1",0.0436387
"3116",136,"NS","SPF","subject 1",-0.0490483
"3117",137,"NS","SPF","subject 1",0.0803423
"3118",138,"NS","SPF","subject 1",0.08326
"3119",139,"NS","SPF","subject 1",-0.118022
"3120",140,"NS","SPF","subject 1",-0.0104862
"3121",141,"S","SPF","subject 1",0.0927472
"3122",142,"S","SPF","subject 1",-0.0858051
"3123",143,"S","SPF","subject 1",-0.00105280000000001
"3124",144,"S","SPF","subject 1",0.0865419
"3125",145,"S","SPF","subject 1",-0.1540881
"3126",146,"NS","SPF","subject 1",0.0283554
"3127",147,"NS","SPF","subject 1",0.0798997
"3128",148,"NS","SPF","subject 1",0.052901
"3129",149,"NS","SPF","subject 1",-0.078835
"3130",1,"S","SPF","subject 2",-1.08416
"3131",2,"S","SPF","subject 2",-2.168198
"3132",3,"S","SPF","subject 2",0
"3133",4,"S","SPF","subject 2",0
"3134",5,"S","SPF","subject 2",0
"3135",6,"NS","SPF","subject 2",0
"3136",7,"NS","SPF","subject 2",0
"3137",8,"NS","SPF","subject 2",5.529908
"3138",9,"NS","SPF","subject 2",0
"3139",10,"NS","SPF","subject 2",7.00000000000145e-05
"3140",11,"S","SPF","subject 2",0.310350000000001
"3141",12,"S","SPF","subject 2",0.62081
"3142",13,"S","SPF","subject 2",0
"3143",14,"S","SPF","subject 2",0
"3144",15,"S","SPF","subject 2",0
"3145",16,"NS","SPF","subject 2",-6.828243
"3146",17,"NS","SPF","subject 2",0
"3147",18,"NS","SPF","subject 2",0
"3148",19,"NS","SPF","subject 2",0
"3149",20,"NS","SPF","subject 2",4.000000000004e-06
"3150",21,"S","SPF","subject 2",-4.000000000004e-06
"3151",22,"S","SPF","subject 2",1.074073
"3152",23,"S","SPF","subject 2",0
"3153",24,"S","SPF","subject 2",0
"3154",25,"S","SPF","subject 2",12.34609
"3155",26,"NS","SPF","subject 2",0
"3156",27,"NS","SPF","subject 2",4.2073
"3157",28,"NS","SPF","subject 2",-4.7689
"3158",29,"NS","SPF","subject 2",-4.20797
"3159",30,"NS","SPF","subject 2",-2.42539
"3160",31,"S","SPF","subject 2",3.64266
"3161",32,"S","SPF","subject 2",7.1265
"3162",33,"S","SPF","subject 2",1.9915
"3163",34,"S","SPF","subject 2",-1.156
"3164",35,"S","SPF","subject 2",18.5477
"3165",36,"NS","SPF","subject 2",10.6835
"3166",37,"NS","SPF","subject 2",1.4499
"3167",38,"NS","SPF","subject 2",-8.3035
"3168",39,"NS","SPF","subject 2",-1.3138
"3169",40,"NS","SPF","subject 2",-2.9576
"3170",41,"S","SPF","subject 2",-4.6805
"3171",42,"S","SPF","subject 2",-7.194
"3172",43,"S","SPF","subject 2",-13.4077
"3173",44,"S","SPF","subject 2",0.1387
"3174",45,"S","SPF","subject 2",106.725
"3175",46,"NS","SPF","subject 2",NA
"3176",47,"NS","SPF","subject 2",NA
"3177",48,"NS","SPF","subject 2",NA
"3178",49,"NS","SPF","subject 2",NA
"3179",50,"NS","SPF","subject 2",NA
"3180",51,"S","SPF","subject 2",NA
"3181",52,"S","SPF","subject 2",NA
"3182",53,"S","SPF","subject 2",NA
"3183",54,"S","SPF","subject 2",NA
"3184",55,"S","SPF","subject 2",NA
"3185",56,"NS","SPF","subject 2",NA
"3186",57,"NS","SPF","subject 2",NA
"3187",58,"NS","SPF","subject 2",NA
"3188",59,"NS","SPF","subject 2",NA
"3189",60,"NS","SPF","subject 2",NA
"3190",61,"S","SPF","subject 2",NA
"3191",62,"S","SPF","subject 2",NA
"3192",63,"S","SPF","subject 2",NA
"3193",64,"S","SPF","subject 2",NA
"3194",65,"S","SPF","subject 2",NA
"3195",66,"NS","SPF","subject 2",NA
"3196",67,"NS","SPF","subject 2",NA
"3197",68,"NS","SPF","subject 2",NA
"3198",69,"NS","SPF","subject 2",NA
"3199",70,"NS","SPF","subject 2",NA
"3200",71,"S","SPF","subject 2",NA
"3201",72,"S","SPF","subject 2",NA
"3202",73,"S","SPF","subject 2",NA
"3203",74,"S","SPF","subject 2",NA
"3204",75,"S","SPF","subject 2",NA
"3205",76,"NS","SPF","subject 2",NA
"3206",77,"NS","SPF","subject 2",NA
"3207",78,"NS","SPF","subject 2",NA
"3208",79,"NS","SPF","subject 2",NA
"3209",80,"NS","SPF","subject 2",NA
"3210",81,"S","SPF","subject 2",NA
"3211",82,"S","SPF","subject 2",NA
"3212",83,"S","SPF","subject 2",NA
"3213",84,"S","SPF","subject 2",NA
"3214",85,"S","SPF","subject 2",NA
"3215",86,"NS","SPF","subject 2",NA
"3216",87,"NS","SPF","subject 2",NA
"3217",88,"NS","SPF","subject 2",NA
"3218",89,"NS","SPF","subject 2",NA
"3219",90,"NS","SPF","subject 2",NA
"3220",91,"S","SPF","subject 2",NA
"3221",92,"S","SPF","subject 2",NA
"3222",93,"S","SPF","subject 2",NA
"3223",94,"S","SPF","subject 2",NA
"3224",95,"S","SPF","subject 2",NA
"3225",96,"NS","SPF","subject 2",NA
"3226",97,"NS","SPF","subject 2",NA
"3227",98,"NS","SPF","subject 2",NA
"3228",99,"NS","SPF","subject 2",NA
"3229",100,"NS","SPF","subject 2",NA
"3230",101,"S","SPF","subject 2",NA
"3231",102,"S","SPF","subject 2",NA
"3232",103,"S","SPF","subject 2",NA
"3233",104,"S","SPF","subject 2",NA
"3234",105,"S","SPF","subject 2",NA
"3235",106,"NS","SPF","subject 2",NA
"3236",107,"NS","SPF","subject 2",NA
"3237",108,"NS","SPF","subject 2",NA
"3238",109,"NS","SPF","subject 2",NA
"3239",110,"NS","SPF","subject 2",NA
"3240",111,"S","SPF","subject 2",NA
"3241",112,"S","SPF","subject 2",NA
"3242",113,"S","SPF","subject 2",NA
"3243",114,"S","SPF","subject 2",NA
"3244",115,"S","SPF","subject 2",NA
"3245",116,"NS","SPF","subject 2",NA
"3246",117,"NS","SPF","subject 2",NA
"3247",118,"NS","SPF","subject 2",NA
"3248",119,"NS","SPF","subject 2",NA
"3249",120,"NS","SPF","subject 2",NA
"3250",121,"S","SPF","subject 2",NA
"3251",122,"S","SPF","subject 2",NA
"3252",123,"S","SPF","subject 2",NA
"3253",124,"S","SPF","subject 2",NA
"3254",125,"S","SPF","subject 2",NA
"3255",126,"NS","SPF","subject 2",NA
"3256",127,"NS","SPF","subject 2",NA
"3257",128,"NS","SPF","subject 2",NA
"3258",129,"NS","SPF","subject 2",NA
"3259",130,"NS","SPF","subject 2",NA
"3260",131,"S","SPF","subject 2",NA
"3261",132,"S","SPF","subject 2",NA
"3262",133,"S","SPF","subject 2",NA
"3263",134,"S","SPF","subject 2",NA
"3264",135,"S","SPF","subject 2",NA
"3265",136,"NS","SPF","subject 2",NA
"3266",137,"NS","SPF","subject 2",NA
"3267",138,"NS","SPF","subject 2",NA
"3268",139,"NS","SPF","subject 2",NA
"3269",140,"NS","SPF","subject 2",NA
"3270",141,"S","SPF","subject 2",NA
"3271",142,"S","SPF","subject 2",NA
"3272",143,"S","SPF","subject 2",NA
"3273",144,"S","SPF","subject 2",NA
"3274",145,"S","SPF","subject 2",NA
"3275",146,"NS","SPF","subject 2",NA
"3276",147,"NS","SPF","subject 2",NA
"3277",148,"NS","SPF","subject 2",NA
"3278",149,"NS","SPF","subject 2",NA
"3279",1,"S","SPF","subject 3",-5.0567
"3280",2,"S","SPF","subject 3",-14.14108
"3281",3,"S","SPF","subject 3",-1.131553
"3282",4,"S","SPF","subject 3",0.0691080000000001
"3283",5,"S","SPF","subject 3",-0.139811
"3284",6,"NS","SPF","subject 3",-0.229194
"3285",7,"NS","SPF","subject 3",0.023137
"3286",8,"NS","SPF","subject 3",1.846563
"3287",9,"NS","SPF","subject 3",-0.4915
"3288",10,"NS","SPF","subject 3",1.28279
"3289",11,"S","SPF","subject 3",4.02477
"3290",12,"S","SPF","subject 3",2.13937
"3291",13,"S","SPF","subject 3",-5.39223
"3292",14,"S","SPF","subject 3",-2.18271
"3293",15,"S","SPF","subject 3",-0.746411
"3294",16,"NS","SPF","subject 3",-0.103294
"3295",17,"NS","SPF","subject 3",-0.185806
"3296",18,"NS","SPF","subject 3",0.343639
"3297",19,"NS","SPF","subject 3",2.274312
"3298",20,"NS","SPF","subject 3",3.61802
"3299",21,"S","SPF","subject 3",-1.30364
"3300",22,"S","SPF","subject 3",-2.54222
"3301",23,"S","SPF","subject 3",-1.72965
"3302",24,"S","SPF","subject 3",-0.926333
"3303",25,"S","SPF","subject 3",0.023009
"3304",26,"NS","SPF","subject 3",0.922044
"3305",27,"NS","SPF","subject 3",-0.477716
"3306",28,"NS","SPF","subject 3",-0.33542
"3307",29,"NS","SPF","subject 3",-0.190802
"3308",30,"NS","SPF","subject 3",-0.0580066
"3309",31,"S","SPF","subject 3",0.7730626
"3310",32,"S","SPF","subject 3",0.478062
"3311",33,"S","SPF","subject 3",-0.616243
"3312",34,"S","SPF","subject 3",0.601433
"3313",35,"S","SPF","subject 3",6.5878
"3314",36,"NS","SPF","subject 3",-3.60872
"3315",37,"NS","SPF","subject 3",-0.99661
"3316",38,"NS","SPF","subject 3",0.18533
"3317",39,"NS","SPF","subject 3",4.30056
"3318",40,"NS","SPF","subject 3",3.15264
"3319",41,"S","SPF","subject 3",-5.3495
"3320",42,"S","SPF","subject 3",-3.4754
"3321",43,"S","SPF","subject 3",-1.346175
"3322",44,"S","SPF","subject 3",-0.38859
"3323",45,"S","SPF","subject 3",-0.061229
"3324",46,"NS","SPF","subject 3",0.391497
"3325",47,"NS","SPF","subject 3",3.359947
"3326",48,"NS","SPF","subject 3",6.41885
"3327",49,"NS","SPF","subject 3",3.2313
"3328",50,"NS","SPF","subject 3",-4.85451
"3329",51,"S","SPF","subject 3",1.34731
"3330",52,"S","SPF","subject 3",4.585
"3331",53,"S","SPF","subject 3",0.1381
"3332",54,"S","SPF","subject 3",-9.23031
"3333",55,"S","SPF","subject 3",-4.33358
"3334",56,"NS","SPF","subject 3",-0.474512
"3335",57,"NS","SPF","subject 3",3.659262
"3336",58,"NS","SPF","subject 3",3.42073
"3337",59,"NS","SPF","subject 3",-3.86771
"3338",60,"NS","SPF","subject 3",-2.47483
"3339",61,"S","SPF","subject 3",-1.242795
"3340",62,"S","SPF","subject 3",-0.169024
"3341",63,"S","SPF","subject 3",0.069072
"3342",64,"S","SPF","subject 3",0.408127
"3343",65,"S","SPF","subject 3",0.44108
"3344",66,"NS","SPF","subject 3",0.29513
"3345",67,"NS","SPF","subject 3",-0.940075
"3346",68,"NS","SPF","subject 3",1.299375
"3347",69,"NS","SPF","subject 3",-0.95364
"3348",70,"NS","SPF","subject 3",-0.411037
"3349",71,"S","SPF","subject 3",-0.240577
"3350",72,"S","SPF","subject 3",-0.1017856
"3351",73,"S","SPF","subject 3",-0.0214736
"3352",74,"S","SPF","subject 3",0.3346312
"3353",75,"S","SPF","subject 3",0.664972
"3354",76,"NS","SPF","subject 3",2.31546
"3355",77,"NS","SPF","subject 3",3.62244
"3356",78,"NS","SPF","subject 3",-3.03422
"3357",79,"NS","SPF","subject 3",-1.43878
"3358",80,"NS","SPF","subject 3",-1.714583
"3359",81,"S","SPF","subject 3",-0.707767
"3360",82,"S","SPF","subject 3",0.134224
"3361",83,"S","SPF","subject 3",-0.061638
"3362",84,"S","SPF","subject 3",0.00788800000000001
"3363",85,"S","SPF","subject 3",0.799616
"3364",86,"NS","SPF","subject 3",-0.119533
"3365",87,"NS","SPF","subject 3",-0.265872
"3366",88,"NS","SPF","subject 3",-0.43331
"3367",89,"NS","SPF","subject 3",1.331715
"3368",90,"NS","SPF","subject 3",-0.816838
"3369",91,"S","SPF","subject 3",-0.325317
"3370",92,"S","SPF","subject 3",-0.2873575
"3371",93,"S","SPF","subject 3",-0.0343317
"3372",94,"S","SPF","subject 3",-0.0010298
"3373",95,"S","SPF","subject 3",0.129216
"3374",96,"NS","SPF","subject 3",1.036818
"3375",97,"NS","SPF","subject 3",-0.432246
"3376",98,"NS","SPF","subject 3",-0.374007
"3377",99,"NS","SPF","subject 3",0.888363
"3378",100,"NS","SPF","subject 3",-0.547267
"3379",101,"S","SPF","subject 3",-0.211087
"3380",102,"S","SPF","subject 3",-0.345349
"3381",103,"S","SPF","subject 3",-0.1367686
"3382",104,"S","SPF","subject 3",-0.0049793
"3383",105,"S","SPF","subject 3",0.1041849
"3384",106,"NS","SPF","subject 3",0.400216
"3385",107,"NS","SPF","subject 3",0.047333
"3386",108,"NS","SPF","subject 3",0.260688
"3387",109,"NS","SPF","subject 3",-0.479864
"3388",110,"NS","SPF","subject 3",1.030193
"3389",111,"S","SPF","subject 3",-0.789863
"3390",112,"S","SPF","subject 3",-0.304763
"3391",113,"S","SPF","subject 3",-0.2629219
"3392",114,"S","SPF","subject 3",-0.0087472
"3393",115,"S","SPF","subject 3",-0.0097085
"3394",116,"NS","SPF","subject 3",0.1488146
"3395",117,"NS","SPF","subject 3",1.019559
"3396",118,"NS","SPF","subject 3",-0.419741
"3397",119,"NS","SPF","subject 3",-0.02368
"3398",120,"NS","SPF","subject 3",0.526641
"3399",121,"S","SPF","subject 3",-0.525697
"3400",122,"S","SPF","subject 3",-0.293015
"3401",123,"S","SPF","subject 3",-0.30253
"3402",124,"S","SPF","subject 3",-0.1227586
"3403",125,"S","SPF","subject 3",-0.0064191
"3404",126,"NS","SPF","subject 3",0.0243683
"3405",127,"NS","SPF","subject 3",0.2255124
"3406",128,"NS","SPF","subject 3",0.993229
"3407",129,"NS","SPF","subject 3",-0.641079
"3408",130,"NS","SPF","subject 3",-0.066987
"3409",131,"S","SPF","subject 3",0.861906
"3410",132,"S","SPF","subject 3",-0.752399
"3411",133,"S","SPF","subject 3",-0.325571
"3412",134,"S","SPF","subject 3",-0.2741452
"3413",135,"S","SPF","subject 3",-0.0556411
"3414",136,"NS","SPF","subject 3",0.0676715
"3415",137,"NS","SPF","subject 3",0.0330028
"3416",138,"NS","SPF","subject 3",0.360731
"3417",139,"NS","SPF","subject 3",0.441226
"3418",140,"NS","SPF","subject 3",-0.471814
"3419",141,"S","SPF","subject 3",0.039919
"3420",142,"S","SPF","subject 3",-0.014106
"3421",143,"S","SPF","subject 3",-0.137763
"3422",144,"S","SPF","subject 3",-0.228162
"3423",145,"S","SPF","subject 3",-0.0284175
"3424",146,"NS","SPF","subject 3",0.0086272
"3425",147,"NS","SPF","subject 3",-0.0627174
"3426",148,"NS","SPF","subject 3",0.3678917
"3427",149,"NS","SPF","subject 3",0.566051
"3428",1,"S","SPF","subject 4",-1.90446
"3429",2,"S","SPF","subject 4",-0.396247
"3430",3,"S","SPF","subject 4",-0.635728
"3431",4,"S","SPF","subject 4",-0.2150683
"3432",5,"S","SPF","subject 4",6.2253633
"3433",6,"NS","SPF","subject 4",0.56409
"3434",7,"NS","SPF","subject 4",0.2199
"3435",8,"NS","SPF","subject 4",-2.21453
"3436",9,"NS","SPF","subject 4",-3.13415
"3437",10,"NS","SPF","subject 4",-1.213066
"3438",11,"S","SPF","subject 4",0.853536
"3439",12,"S","SPF","subject 4",-0.27682
"3440",13,"S","SPF","subject 4",-0.291235
"3441",14,"S","SPF","subject 4",-0.531021
"3442",15,"S","SPF","subject 4",8.761956
"3443",16,"NS","SPF","subject 4",1.46036
"3444",17,"NS","SPF","subject 4",-2.54252
"3445",18,"NS","SPF","subject 4",5.34192
"3446",19,"NS","SPF","subject 4",21.4644
"3447",20,"NS","SPF","subject 4",NA
"3448",21,"S","SPF","subject 4",NA
"3449",22,"S","SPF","subject 4",NA
"3450",23,"S","SPF","subject 4",NA
"3451",24,"S","SPF","subject 4",NA
"3452",25,"S","SPF","subject 4",NA
"3453",26,"NS","SPF","subject 4",NA
"3454",27,"NS","SPF","subject 4",NA
"3455",28,"NS","SPF","subject 4",NA
"3456",29,"NS","SPF","subject 4",NA
"3457",30,"NS","SPF","subject 4",NA
"3458",31,"S","SPF","subject 4",NA
"3459",32,"S","SPF","subject 4",NA
"3460",33,"S","SPF","subject 4",NA
"3461",34,"S","SPF","subject 4",NA
"3462",35,"S","SPF","subject 4",NA
"3463",36,"NS","SPF","subject 4",NA
"3464",37,"NS","SPF","subject 4",NA
"3465",38,"NS","SPF","subject 4",NA
"3466",39,"NS","SPF","subject 4",NA
"3467",40,"NS","SPF","subject 4",NA
"3468",41,"S","SPF","subject 4",NA
"3469",42,"S","SPF","subject 4",NA
"3470",43,"S","SPF","subject 4",NA
"3471",44,"S","SPF","subject 4",NA
"3472",45,"S","SPF","subject 4",NA
"3473",46,"NS","SPF","subject 4",NA
"3474",47,"NS","SPF","subject 4",NA
"3475",48,"NS","SPF","subject 4",NA
"3476",49,"NS","SPF","subject 4",NA
"3477",50,"NS","SPF","subject 4",NA
"3478",51,"S","SPF","subject 4",NA
"3479",52,"S","SPF","subject 4",NA
"3480",53,"S","SPF","subject 4",NA
"3481",54,"S","SPF","subject 4",NA
"3482",55,"S","SPF","subject 4",NA
"3483",56,"NS","SPF","subject 4",NA
"3484",57,"NS","SPF","subject 4",NA
"3485",58,"NS","SPF","subject 4",NA
"3486",59,"NS","SPF","subject 4",NA
"3487",60,"NS","SPF","subject 4",NA
"3488",61,"S","SPF","subject 4",NA
"3489",62,"S","SPF","subject 4",NA
"3490",63,"S","SPF","subject 4",NA
"3491",64,"S","SPF","subject 4",NA
"3492",65,"S","SPF","subject 4",NA
"3493",66,"NS","SPF","subject 4",NA
"3494",67,"NS","SPF","subject 4",NA
"3495",68,"NS","SPF","subject 4",NA
"3496",69,"NS","SPF","subject 4",NA
"3497",70,"NS","SPF","subject 4",NA
"3498",71,"S","SPF","subject 4",NA
"3499",72,"S","SPF","subject 4",NA
"3500",73,"S","SPF","subject 4",NA
"3501",74,"S","SPF","subject 4",NA
"3502",75,"S","SPF","subject 4",NA
"3503",76,"NS","SPF","subject 4",NA
"3504",77,"NS","SPF","subject 4",NA
"3505",78,"NS","SPF","subject 4",NA
"3506",79,"NS","SPF","subject 4",NA
"3507",80,"NS","SPF","subject 4",NA
"3508",81,"S","SPF","subject 4",NA
"3509",82,"S","SPF","subject 4",NA
"3510",83,"S","SPF","subject 4",NA
"3511",84,"S","SPF","subject 4",NA
"3512",85,"S","SPF","subject 4",NA
"3513",86,"NS","SPF","subject 4",NA
"3514",87,"NS","SPF","subject 4",NA
"3515",88,"NS","SPF","subject 4",NA
"3516",89,"NS","SPF","subject 4",NA
"3517",90,"NS","SPF","subject 4",NA
"3518",91,"S","SPF","subject 4",NA
"3519",92,"S","SPF","subject 4",NA
"3520",93,"S","SPF","subject 4",NA
"3521",94,"S","SPF","subject 4",NA
"3522",95,"S","SPF","subject 4",NA
"3523",96,"NS","SPF","subject 4",NA
"3524",97,"NS","SPF","subject 4",NA
"3525",98,"NS","SPF","subject 4",NA
"3526",99,"NS","SPF","subject 4",NA
"3527",100,"NS","SPF","subject 4",NA
"3528",101,"S","SPF","subject 4",NA
"3529",102,"S","SPF","subject 4",NA
"3530",103,"S","SPF","subject 4",NA
"3531",104,"S","SPF","subject 4",NA
"3532",105,"S","SPF","subject 4",NA
"3533",106,"NS","SPF","subject 4",NA
"3534",107,"NS","SPF","subject 4",NA
"3535",108,"NS","SPF","subject 4",NA
"3536",109,"NS","SPF","subject 4",NA
"3537",110,"NS","SPF","subject 4",NA
"3538",111,"S","SPF","subject 4",NA
"3539",112,"S","SPF","subject 4",NA
"3540",113,"S","SPF","subject 4",NA
"3541",114,"S","SPF","subject 4",NA
"3542",115,"S","SPF","subject 4",NA
"3543",116,"NS","SPF","subject 4",NA
"3544",117,"NS","SPF","subject 4",NA
"3545",118,"NS","SPF","subject 4",NA
"3546",119,"NS","SPF","subject 4",NA
"3547",120,"NS","SPF","subject 4",NA
"3548",121,"S","SPF","subject 4",NA
"3549",122,"S","SPF","subject 4",NA
"3550",123,"S","SPF","subject 4",NA
"3551",124,"S","SPF","subject 4",NA
"3552",125,"S","SPF","subject 4",NA
"3553",126,"NS","SPF","subject 4",NA
"3554",127,"NS","SPF","subject 4",NA
"3555",128,"NS","SPF","subject 4",NA
"3556",129,"NS","SPF","subject 4",NA
"3557",130,"NS","SPF","subject 4",NA
"3558",131,"S","SPF","subject 4",NA
"3559",132,"S","SPF","subject 4",NA
"3560",133,"S","SPF","subject 4",NA
"3561",134,"S","SPF","subject 4",NA
"3562",135,"S","SPF","subject 4",NA
"3563",136,"NS","SPF","subject 4",NA
"3564",137,"NS","SPF","subject 4",NA
"3565",138,"NS","SPF","subject 4",NA
"3566",139,"NS","SPF","subject 4",NA
"3567",140,"NS","SPF","subject 4",NA
"3568",141,"S","SPF","subject 4",NA
"3569",142,"S","SPF","subject 4",NA
"3570",143,"S","SPF","subject 4",NA
"3571",144,"S","SPF","subject 4",NA
"3572",145,"S","SPF","subject 4",NA
"3573",146,"NS","SPF","subject 4",NA
"3574",147,"NS","SPF","subject 4",NA
"3575",148,"NS","SPF","subject 4",NA
"3576",149,"NS","SPF","subject 4",NA
"3577",1,"S","SPF","subject 5",NA
"3578",2,"S","SPF","subject 5",NA
"3579",3,"S","SPF","subject 5",NA
"3580",4,"S","SPF","subject 5",NA
"3581",5,"S","SPF","subject 5",NA
"3582",6,"NS","SPF","subject 5",NA
"3583",7,"NS","SPF","subject 5",NA
"3584",8,"NS","SPF","subject 5",NA
"3585",9,"NS","SPF","subject 5",NA
"3586",10,"NS","SPF","subject 5",NA
"3587",11,"S","SPF","subject 5",NA
"3588",12,"S","SPF","subject 5",NA
"3589",13,"S","SPF","subject 5",NA
"3590",14,"S","SPF","subject 5",NA
"3591",15,"S","SPF","subject 5",NA
"3592",16,"NS","SPF","subject 5",NA
"3593",17,"NS","SPF","subject 5",NA
"3594",18,"NS","SPF","subject 5",NA
"3595",19,"NS","SPF","subject 5",NA
"3596",20,"NS","SPF","subject 5",NA
"3597",21,"S","SPF","subject 5",NA
"3598",22,"S","SPF","subject 5",NA
"3599",23,"S","SPF","subject 5",NA
"3600",24,"S","SPF","subject 5",NA
"3601",25,"S","SPF","subject 5",NA
"3602",26,"NS","SPF","subject 5",NA
"3603",27,"NS","SPF","subject 5",NA
"3604",28,"NS","SPF","subject 5",NA
"3605",29,"NS","SPF","subject 5",NA
"3606",30,"NS","SPF","subject 5",NA
"3607",31,"S","SPF","subject 5",NA
"3608",32,"S","SPF","subject 5",NA
"3609",33,"S","SPF","subject 5",NA
"3610",34,"S","SPF","subject 5",NA
"3611",35,"S","SPF","subject 5",NA
"3612",36,"NS","SPF","subject 5",NA
"3613",37,"NS","SPF","subject 5",NA
"3614",38,"NS","SPF","subject 5",NA
"3615",39,"NS","SPF","subject 5",NA
"3616",40,"NS","SPF","subject 5",NA
"3617",41,"S","SPF","subject 5",NA
"3618",42,"S","SPF","subject 5",NA
"3619",43,"S","SPF","subject 5",NA
"3620",44,"S","SPF","subject 5",NA
"3621",45,"S","SPF","subject 5",NA
"3622",46,"NS","SPF","subject 5",NA
"3623",47,"NS","SPF","subject 5",NA
"3624",48,"NS","SPF","subject 5",NA
"3625",49,"NS","SPF","subject 5",NA
"3626",50,"NS","SPF","subject 5",NA
"3627",51,"S","SPF","subject 5",NA
"3628",52,"S","SPF","subject 5",NA
"3629",53,"S","SPF","subject 5",NA
"3630",54,"S","SPF","subject 5",NA
"3631",55,"S","SPF","subject 5",NA
"3632",56,"NS","SPF","subject 5",NA
"3633",57,"NS","SPF","subject 5",NA
