"","time","status","condition","subject","acceleration"
"1600",110,"NS","VAN","subject 11",NA
"1601",111,"S","VAN","subject 11",NA
"1602",112,"S","VAN","subject 11",NA
"1603",113,"S","VAN","subject 11",NA
"1604",114,"S","VAN","subject 11",NA
"1605",115,"S","VAN","subject 11",NA
"1606",116,"NS","VAN","subject 11",NA
"1607",117,"NS","VAN","subject 11",NA
"1608",118,"NS","VAN","subject 11",NA
"1609",119,"NS","VAN","subject 11",NA
"1610",120,"NS","VAN","subject 11",NA
"1611",121,"S","VAN","subject 11",NA
"1612",122,"S","VAN","subject 11",NA
"1613",123,"S","VAN","subject 11",NA
"1614",124,"S","VAN","subject 11",NA
"1615",125,"S","VAN","subject 11",NA
"1616",126,"NS","VAN","subject 11",NA
"1617",127,"NS","VAN","subject 11",NA
"1618",128,"NS","VAN","subject 11",NA
"1619",129,"NS","VAN","subject 11",NA
"1620",130,"NS","VAN","subject 11",NA
"1621",131,"S","VAN","subject 11",NA
"1622",132,"S","VAN","subject 11",NA
"1623",133,"S","VAN","subject 11",NA
"1624",134,"S","VAN","subject 11",NA
"1625",135,"S","VAN","subject 11",NA
"1626",136,"NS","VAN","subject 11",NA
"1627",137,"NS","VAN","subject 11",NA
"1628",138,"NS","VAN","subject 11",NA
"1629",139,"NS","VAN","subject 11",NA
"1630",140,"NS","VAN","subject 11",NA
"1631",141,"S","VAN","subject 11",NA
"1632",142,"S","VAN","subject 11",NA
"1633",143,"S","VAN","subject 11",NA
"1634",144,"S","VAN","subject 11",NA
"1635",145,"S","VAN","subject 11",NA
"1636",146,"NS","VAN","subject 11",NA
"1637",147,"NS","VAN","subject 11",NA
"1638",148,"NS","VAN","subject 11",NA
"1639",149,"NS","VAN","subject 11",NA
"1640",1,"S","VAN","subject 12",-1.40528
"1641",2,"S","VAN","subject 12",-1.157304
"1642",3,"S","VAN","subject 12",0.033826
"1643",4,"S","VAN","subject 12",-0.100003
"1644",5,"S","VAN","subject 12",-0.084987
"1645",6,"NS","VAN","subject 12",-0.070497
"1646",7,"NS","VAN","subject 12",1.826105
"1647",8,"NS","VAN","subject 12",1.4183
"1648",9,"NS","VAN","subject 12",-0.64974
"1649",10,"NS","VAN","subject 12",-1.33781
"1650",11,"S","VAN","subject 12",-0.3105
"1651",12,"S","VAN","subject 12",-0.10997
"1652",13,"S","VAN","subject 12",-0.0121500000000001
"1653",14,"S","VAN","subject 12",-0.244035
"1654",15,"S","VAN","subject 12",-0.161589
"1655",16,"NS","VAN","subject 12",0.790974
"1656",17,"NS","VAN","subject 12",-0.06833
"1657",18,"NS","VAN","subject 12",-0.11518
"1658",19,"NS","VAN","subject 12",5.40915
"1659",20,"NS","VAN","subject 12",2.77106
"1660",21,"S","VAN","subject 12",-4.03856
"1661",22,"S","VAN","subject 12",-3.50805
"1662",23,"S","VAN","subject 12",-1.292839
"1663",24,"S","VAN","subject 12",-0.123223
"1664",25,"S","VAN","subject 12",-0.086254
"1665",26,"NS","VAN","subject 12",-0.3200707
"1666",27,"NS","VAN","subject 12",-0.0320236
"1667",28,"NS","VAN","subject 12",0.0512703
"1668",29,"NS","VAN","subject 12",0.069023
"1669",30,"NS","VAN","subject 12",-0.062167
"1670",31,"S","VAN","subject 12",0.217984
"1671",32,"S","VAN","subject 12",0.557162
"1672",33,"S","VAN","subject 12",1.880498
"1673",34,"S","VAN","subject 12",0.16599
"1674",35,"S","VAN","subject 12",-0.0319699999999998
"1675",36,"NS","VAN","subject 12",-0.88757
"1676",37,"NS","VAN","subject 12",-0.35162
"1677",38,"NS","VAN","subject 12",0.82262
"1678",39,"NS","VAN","subject 12",4.73353
"1679",40,"NS","VAN","subject 12",4.87244
"1680",41,"S","VAN","subject 12",-0.216399999999998
"1681",42,"S","VAN","subject 12",0.0742999999999991
"1682",43,"S","VAN","subject 12",5.2591
"1683",44,"S","VAN","subject 12",-10.57134
"1684",45,"S","VAN","subject 12",-5.18053
"1685",46,"NS","VAN","subject 12",-0.15369
"1686",47,"NS","VAN","subject 12",3.22086
"1687",48,"NS","VAN","subject 12",6.2777
"1688",49,"NS","VAN","subject 12",0.9503
"1689",50,"NS","VAN","subject 12",2.3052
"1690",51,"S","VAN","subject 12",1.4282
"1691",52,"S","VAN","subject 12",-7.38354
"1692",53,"S","VAN","subject 12",-4.3922
"1693",54,"S","VAN","subject 12",3.74393
"1694",55,"S","VAN","subject 12",-2.85764
"1695",56,"NS","VAN","subject 12",-2.05083
"1696",57,"NS","VAN","subject 12",-2.027417
"1697",58,"NS","VAN","subject 12",-0.189928
"1698",59,"NS","VAN","subject 12",0.026428
"1699",60,"NS","VAN","subject 12",-0.199665
"1700",61,"S","VAN","subject 12",-0.0564793
"1701",62,"S","VAN","subject 12",0.0303403
"1702",63,"S","VAN","subject 12",0.109563
"1703",64,"S","VAN","subject 12",-0.100873
"1704",65,"S","VAN","subject 12",0.076491
"1705",66,"NS","VAN","subject 12",0.404099
"1706",67,"NS","VAN","subject 12",0.927411
"1707",68,"NS","VAN","subject 12",-0.53027
"1708",69,"NS","VAN","subject 12",0.02292
"1709",70,"NS","VAN","subject 12",1.86029
"1710",71,"S","VAN","subject 12",4.04152
"1711",72,"S","VAN","subject 12",-3.26249
"1712",73,"S","VAN","subject 12",-2.791485
"1713",74,"S","VAN","subject 12",1.262685
"1714",75,"S","VAN","subject 12",-0.65267
"1715",76,"NS","VAN","subject 12",-0.859395
"1716",77,"NS","VAN","subject 12",-0.434396
"1717",78,"NS","VAN","subject 12",-0.008433
"1718",79,"NS","VAN","subject 12",0.055909
"1719",80,"NS","VAN","subject 12",-0.106062
"1720",81,"S","VAN","subject 12",-0.0863502
"1721",82,"S","VAN","subject 12",0.3061062
"1722",83,"S","VAN","subject 12",0.832421
"1723",84,"S","VAN","subject 12",-0.198695
"1724",85,"S","VAN","subject 12",-0.337046
"1725",86,"NS","VAN","subject 12",-0.438366
"1726",87,"NS","VAN","subject 12",-0.1333619
"1727",88,"NS","VAN","subject 12",0.0328949
"1728",89,"NS","VAN","subject 12",0.170362
"1729",90,"NS","VAN","subject 12",0.120697
"1730",91,"S","VAN","subject 12",0.507141
"1731",92,"S","VAN","subject 12",0.888154
"1732",93,"S","VAN","subject 12",0.21326
"1733",94,"S","VAN","subject 12",-0.44896
"1734",95,"S","VAN","subject 12",2.52562
"1735",96,"NS","VAN","subject 12",-1.37484
"1736",97,"NS","VAN","subject 12",-1.21663
"1737",98,"NS","VAN","subject 12",-0.542914
"1738",99,"NS","VAN","subject 12",1.770044
"1739",100,"NS","VAN","subject 12",-1.12313
"1740",101,"S","VAN","subject 12",0.19276
"1741",102,"S","VAN","subject 12",-0.37927
"1742",103,"S","VAN","subject 12",0.65709
"1743",104,"S","VAN","subject 12",1.90711
"1744",105,"S","VAN","subject 12",0.65295
"1745",106,"NS","VAN","subject 12",0.0350700000000002
"1746",107,"NS","VAN","subject 12",-2.09411
"1747",108,"NS","VAN","subject 12",-1.747823
"1748",109,"NS","VAN","subject 12",0.920043
"1749",110,"NS","VAN","subject 12",-1.248744
"1750",111,"S","VAN","subject 12",-0.265833
"1751",112,"S","VAN","subject 12",1.739967
"1752",113,"S","VAN","subject 12",1.51667
"1753",114,"S","VAN","subject 12",-1.78176
"1754",115,"S","VAN","subject 12",2.09538
"1755",116,"NS","VAN","subject 12",6.78838
"1756",117,"NS","VAN","subject 12",2.2373
"1757",118,"NS","VAN","subject 12",-6.77004
"1758",119,"NS","VAN","subject 12",-4.29495
"1759",120,"NS","VAN","subject 12",-1.139003
"1760",121,"S","VAN","subject 12",0.343435
"1761",122,"S","VAN","subject 12",-0.198453
"1762",123,"S","VAN","subject 12",-0.508554
"1763",124,"S","VAN","subject 12",-0.142813
"1764",125,"S","VAN","subject 12",8.719608
"1765",126,"NS","VAN","subject 12",11.56387
"1766",127,"NS","VAN","subject 12",4.0081
"1767",128,"NS","VAN","subject 12",5.1658
"1768",129,"NS","VAN","subject 12",4.5003
"1769",130,"NS","VAN","subject 12",-0.869
"1770",131,"S","VAN","subject 12",-0.890599999999999
"1771",132,"S","VAN","subject 12",-9.9126
"1772",133,"S","VAN","subject 12",0.800699999999999
"1773",134,"S","VAN","subject 12",-1.9271
"1774",135,"S","VAN","subject 12",NA
"1775",136,"NS","VAN","subject 12",NA
"1776",137,"NS","VAN","subject 12",NA
"1777",138,"NS","VAN","subject 12",NA
"1778",139,"NS","VAN","subject 12",NA
"1779",140,"NS","VAN","subject 12",NA
"1780",141,"S","VAN","subject 12",NA
"1781",142,"S","VAN","subject 12",NA
"1782",143,"S","VAN","subject 12",NA
"1783",144,"S","VAN","subject 12",NA
"1784",145,"S","VAN","subject 12",NA
"1785",146,"NS","VAN","subject 12",NA
"1786",147,"NS","VAN","subject 12",NA
"1787",148,"NS","VAN","subject 12",NA
"1788",149,"NS","VAN","subject 12",NA
"1789",1,"S","VAN","subject 13",-1.27257
"1790",2,"S","VAN","subject 13",-1.96258
"1791",3,"S","VAN","subject 13",-1.503755
"1792",4,"S","VAN","subject 13",0.043216
"1793",5,"S","VAN","subject 13",-0.136998
"1794",6,"NS","VAN","subject 13",-0.059538
"1795",7,"NS","VAN","subject 13",0.00056299999999998
"1796",8,"NS","VAN","subject 13",-0.174218
"1797",9,"NS","VAN","subject 13",0.007548
"1798",10,"NS","VAN","subject 13",3.752812
"1799",11,"S","VAN","subject 13",5.08675
"1800",12,"S","VAN","subject 13",1.44495
"1801",13,"S","VAN","subject 13",2.1642
"1802",14,"S","VAN","subject 13",1.9535
"1803",15,"S","VAN","subject 13",-4.1544
"1804",16,"NS","VAN","subject 13",-3.25692
"1805",17,"NS","VAN","subject 13",-5.61857
"1806",18,"NS","VAN","subject 13",3.2033
"1807",19,"NS","VAN","subject 13",0.76188
"1808",20,"NS","VAN","subject 13",-2.57144
"1809",21,"S","VAN","subject 13",-2.244699
"1810",22,"S","VAN","subject 13",1.185529
"1811",23,"S","VAN","subject 13",-0.56384
"1812",24,"S","VAN","subject 13",-0.816134
"1813",25,"S","VAN","subject 13",-0.233232
"1814",26,"NS","VAN","subject 13",-0.014873
"1815",27,"NS","VAN","subject 13",-0.12388
"1816",28,"NS","VAN","subject 13",-0.054839
"1817",29,"NS","VAN","subject 13",0.088451
"1818",30,"NS","VAN","subject 13",1.027027
"1819",31,"S","VAN","subject 13",2.61672
"1820",32,"S","VAN","subject 13",1.80847
"1821",33,"S","VAN","subject 13",-0.49818
"1822",34,"S","VAN","subject 13",-2.6712
"1823",35,"S","VAN","subject 13",-1.16391
"1824",36,"NS","VAN","subject 13",0.33694
"1825",37,"NS","VAN","subject 13",0.98011
"1826",38,"NS","VAN","subject 13",0.94176
"1827",39,"NS","VAN","subject 13",-0.57902
"1828",40,"NS","VAN","subject 13",-0.55373
"1829",41,"S","VAN","subject 13",-0.55747
"1830",42,"S","VAN","subject 13",-0.56265
"1831",43,"S","VAN","subject 13",0.0551000000000001
"1832",44,"S","VAN","subject 13",0.02894
"1833",45,"S","VAN","subject 13",-0.422623
"1834",46,"NS","VAN","subject 13",1.217433
"1835",47,"NS","VAN","subject 13",8.63385
"1836",48,"NS","VAN","subject 13",-3.50693
"1837",49,"NS","VAN","subject 13",-0.97186
"1838",50,"NS","VAN","subject 13",15.55939
"1839",51,"S","VAN","subject 13",0.724800000000002
"1840",52,"S","VAN","subject 13",-6.1497
"1841",53,"S","VAN","subject 13",1.5035
"1842",54,"S","VAN","subject 13",0.226600000000001
"1843",55,"S","VAN","subject 13",-3.84
"1844",56,"NS","VAN","subject 13",-2.711
"1845",57,"NS","VAN","subject 13",5.3254
"1846",58,"NS","VAN","subject 13",-10.89561
"1847",59,"NS","VAN","subject 13",-2.05947
"1848",60,"NS","VAN","subject 13",-1.22351
"1849",61,"S","VAN","subject 13",2.66248
"1850",62,"S","VAN","subject 13",-0.28145
"1851",63,"S","VAN","subject 13",-0.51365
"1852",64,"S","VAN","subject 13",-0.27256
"1853",65,"S","VAN","subject 13",1.67037
"1854",66,"NS","VAN","subject 13",-0.58488
"1855",67,"NS","VAN","subject 13",-1.20373
"1856",68,"NS","VAN","subject 13",-1.142
"1857",69,"NS","VAN","subject 13",-0.8317
"1858",70,"NS","VAN","subject 13",1.15472
"1859",71,"S","VAN","subject 13",6.75059
"1860",72,"S","VAN","subject 13",1.8135
"1861",73,"S","VAN","subject 13",-6.1707
"1862",74,"S","VAN","subject 13",2.1317
"1863",75,"S","VAN","subject 13",1.16229
"1864",76,"NS","VAN","subject 13",1.61111
"1865",77,"NS","VAN","subject 13",NA
"1866",78,"NS","VAN","subject 13",NA
"1867",79,"NS","VAN","subject 13",NA
"1868",80,"NS","VAN","subject 13",NA
"1869",81,"S","VAN","subject 13",NA
"1870",82,"S","VAN","subject 13",NA
"1871",83,"S","VAN","subject 13",NA
"1872",84,"S","VAN","subject 13",NA
"1873",85,"S","VAN","subject 13",NA
"1874",86,"NS","VAN","subject 13",NA
"1875",87,"NS","VAN","subject 13",NA
"1876",88,"NS","VAN","subject 13",NA
"1877",89,"NS","VAN","subject 13",NA
"1878",90,"NS","VAN","subject 13",NA
"1879",91,"S","VAN","subject 13",NA
"1880",92,"S","VAN","subject 13",NA
"1881",93,"S","VAN","subject 13",NA
"1882",94,"S","VAN","subject 13",NA
"1883",95,"S","VAN","subject 13",NA
"1884",96,"NS","VAN","subject 13",NA
"1885",97,"NS","VAN","subject 13",NA
"1886",98,"NS","VAN","subject 13",NA
"1887",99,"NS","VAN","subject 13",NA
"1888",100,"NS","VAN","subject 13",NA
"1889",101,"S","VAN","subject 13",NA
"1890",102,"S","VAN","subject 13",NA
"1891",103,"S","VAN","subject 13",NA
"1892",104,"S","VAN","subject 13",NA
"1893",105,"S","VAN","subject 13",NA
"1894",106,"NS","VAN","subject 13",NA
"1895",107,"NS","VAN","subject 13",NA
"1896",108,"NS","VAN","subject 13",NA
"1897",109,"NS","VAN","subject 13",NA
"1898",110,"NS","VAN","subject 13",NA
"1899",111,"S","VAN","subject 13",NA
"1900",112,"S","VAN","subject 13",NA
"1901",113,"S","VAN","subject 13",NA
"1902",114,"S","VAN","subject 13",NA
"1903",115,"S","VAN","subject 13",NA
"1904",116,"NS","VAN","subject 13",NA
"1905",117,"NS","VAN","subject 13",NA
"1906",118,"NS","VAN","subject 13",NA
"1907",119,"NS","VAN","subject 13",NA
"1908",120,"NS","VAN","subject 13",NA
"1909",121,"S","VAN","subject 13",NA
"1910",122,"S","VAN","subject 13",NA
"1911",123,"S","VAN","subject 13",NA
"1912",124,"S","VAN","subject 13",NA
"1913",125,"S","VAN","subject 13",NA
"1914",126,"NS","VAN","subject 13",NA
"1915",127,"NS","VAN","subject 13",NA
"1916",128,"NS","VAN","subject 13",-3.83259
"1917",129,"NS","VAN","subject 13",-2.05627
"1918",130,"NS","VAN","subject 13",-0.376002
"1919",131,"S","VAN","subject 13",1.149082
"1920",132,"S","VAN","subject 13",0.70448
"1921",133,"S","VAN","subject 13",1.85719
"1922",134,"S","VAN","subject 13",-1.54794
"1923",135,"S","VAN","subject 13",-1.896929
"1924",136,"NS","VAN","subject 13",1.245309
"1925",137,"NS","VAN","subject 13",0.94555
"1926",138,"NS","VAN","subject 13",-0.47098
"1927",139,"NS","VAN","subject 13",-1.44105
"1928",140,"NS","VAN","subject 13",-0.304885
"1929",141,"S","VAN","subject 13",1.096115
"1930",142,"S","VAN","subject 13",0.0805500000000001
"1931",143,"S","VAN","subject 13",-0.92277
"1932",144,"S","VAN","subject 13",-0.712265
"1933",145,"S","VAN","subject 13",-0.048803
"1934",146,"NS","VAN","subject 13",0.727948
"1935",147,"NS","VAN","subject 13",1.03475
"1936",148,"NS","VAN","subject 13",-0.72603
"1937",149,"NS","VAN","subject 13",2.25047
"1938",1,"S","VAN","subject 14",2.4681
"1939",2,"S","VAN","subject 14",-10.83028
"1940",3,"S","VAN","subject 14",2.83522
"1941",4,"S","VAN","subject 14",-4.11444
"1942",5,"S","VAN","subject 14",-0.721376
"1943",6,"NS","VAN","subject 14",-0.287627
"1944",7,"NS","VAN","subject 14",-0.149901
"1945",8,"NS","VAN","subject 14",-0.0666628
"1946",9,"NS","VAN","subject 14",-0.0012934
"1947",10,"NS","VAN","subject 14",0.0112271
"1948",11,"S","VAN","subject 14",0.0280972
"1949",12,"S","VAN","subject 14",-0.0469032
"1950",13,"S","VAN","subject 14",0.0983631
"1951",14,"S","VAN","subject 14",-0.017579
"1952",15,"S","VAN","subject 14",-0.014969
"1953",16,"NS","VAN","subject 14",0.485296
"1954",17,"NS","VAN","subject 14",0.577448
"1955",18,"NS","VAN","subject 14",2.36853
"1956",19,"NS","VAN","subject 14",0.11973
"1957",20,"NS","VAN","subject 14",-0.85753
"1958",21,"S","VAN","subject 14",-1.65261
"1959",22,"S","VAN","subject 14",-0.685913
"1960",23,"S","VAN","subject 14",-0.143677
"1961",24,"S","VAN","subject 14",-0.161219
"1962",25,"S","VAN","subject 14",0.024125
"1963",26,"NS","VAN","subject 14",0.139831
"1964",27,"NS","VAN","subject 14",-0.066385
"1965",28,"NS","VAN","subject 14",-0.021519
"1966",29,"NS","VAN","subject 14",0.700956
"1967",30,"NS","VAN","subject 14",1.063761
"1968",31,"S","VAN","subject 14",-0.28022
"1969",32,"S","VAN","subject 14",-0.893451
"1970",33,"S","VAN","subject 14",-0.262298
"1971",34,"S","VAN","subject 14",0.686399
"1972",35,"S","VAN","subject 14",-0.0346200000000001
"1973",36,"NS","VAN","subject 14",0.0272600000000001
"1974",37,"NS","VAN","subject 14",1.79673
"1975",38,"NS","VAN","subject 14",-0.62636
"1976",39,"NS","VAN","subject 14",0.5865
"1977",40,"NS","VAN","subject 14",2.37624
"1978",41,"S","VAN","subject 14",3.27233
"1979",42,"S","VAN","subject 14",-2.3374
"1980",43,"S","VAN","subject 14",-3.72477
"1981",44,"S","VAN","subject 14",-0.84559
"1982",45,"S","VAN","subject 14",-0.50524
"1983",46,"NS","VAN","subject 14",-0.346556
"1984",47,"NS","VAN","subject 14",0.0835020000000001
"1985",48,"NS","VAN","subject 14",-0.276168
"1986",49,"NS","VAN","subject 14",-0.193616
"1987",50,"NS","VAN","subject 14",-0.30109
"1988",51,"S","VAN","subject 14",-0.088063
"1989",52,"S","VAN","subject 14",-0.0211423
"1990",53,"S","VAN","subject 14",0.2132893
"1991",54,"S","VAN","subject 14",-0.061965
"1992",55,"S","VAN","subject 14",-0.1480238
"1993",56,"NS","VAN","subject 14",0.6944088
"1994",57,"NS","VAN","subject 14",0.00962099999999999
"1995",58,"NS","VAN","subject 14",-0.405269
"1996",59,"NS","VAN","subject 14",-0.068219
"1997",60,"NS","VAN","subject 14",-0.152299
"1998",61,"S","VAN","subject 14",0.801575
"1999",62,"S","VAN","subject 14",1.676675
"2000",63,"S","VAN","subject 14",0.9369
"2001",64,"S","VAN","subject 14",-1.43426
"2002",65,"S","VAN","subject 14",-1.0907
"2003",66,"NS","VAN","subject 14",-0.418927
"2004",67,"NS","VAN","subject 14",0.252186
"2005",68,"NS","VAN","subject 14",-0.152011
"2006",69,"NS","VAN","subject 14",0.662912
"2007",70,"NS","VAN","subject 14",-0.406303
"2008",71,"S","VAN","subject 14",1.174543
"2009",72,"S","VAN","subject 14",0.34301
"2010",73,"S","VAN","subject 14",-0.0146600000000001
"2011",74,"S","VAN","subject 14",-0.809
"2012",75,"S","VAN","subject 14",-0.974348
"2013",76,"NS","VAN","subject 14",0.472998
"2014",77,"NS","VAN","subject 14",2.11502
"2015",78,"NS","VAN","subject 14",10.39757
"2016",79,"NS","VAN","subject 14",-0.255099999999999
"2017",80,"NS","VAN","subject 14",-7.16447
"2018",81,"S","VAN","subject 14",-4.96897
"2019",82,"S","VAN","subject 14",-0.24536
"2020",83,"S","VAN","subject 14",0.18607
"2021",84,"S","VAN","subject 14",-0.621709
"2022",85,"S","VAN","subject 14",-0.224629
"2023",86,"NS","VAN","subject 14",-0.274224
"2024",87,"NS","VAN","subject 14",-0.004581
"2025",88,"NS","VAN","subject 14",1.194033
"2026",89,"NS","VAN","subject 14",-0.574504
"2027",90,"NS","VAN","subject 14",-0.511141
"2028",91,"S","VAN","subject 14",0.617488
"2029",92,"S","VAN","subject 14",1.084517
"2030",93,"S","VAN","subject 14",-0.0226599999999999
"2031",94,"S","VAN","subject 14",-0.46922
"2032",95,"S","VAN","subject 14",0.25943
"2033",96,"NS","VAN","subject 14",-0.54799
"2034",97,"NS","VAN","subject 14",-0.905566
"2035",98,"NS","VAN","subject 14",0.265481
"2036",99,"NS","VAN","subject 14",0.164736
"2037",100,"NS","VAN","subject 14",-0.199674
"2038",101,"S","VAN","subject 14",0.17372
"2039",102,"S","VAN","subject 14",1.091893
"2040",103,"S","VAN","subject 14",0.64413
"2041",104,"S","VAN","subject 14",-0.79575
"2042",105,"S","VAN","subject 14",0.20302
"2043",106,"NS","VAN","subject 14",0.86431
"2044",107,"NS","VAN","subject 14",-0.44087
"2045",108,"NS","VAN","subject 14",-0.29386
"2046",109,"NS","VAN","subject 14",1.24241
"2047",110,"NS","VAN","subject 14",8.15584
"2048",111,"S","VAN","subject 14",-5.22957
"2049",112,"S","VAN","subject 14",-2.14326
"2050",113,"S","VAN","subject 14",1.45952
"2051",114,"S","VAN","subject 14",-0.9968
"2052",115,"S","VAN","subject 14",-1.21615
"2053",116,"NS","VAN","subject 14",4.22495
"2054",117,"NS","VAN","subject 14",-1.88541
"2055",118,"NS","VAN","subject 14",-3.0407
"2056",119,"NS","VAN","subject 14",-2.018944
"2057",120,"NS","VAN","subject 14",-0.289796
"2058",121,"S","VAN","subject 14",0.214074
"2059",122,"S","VAN","subject 14",12.965486
"2060",123,"S","VAN","subject 14",-3.77023
"2061",124,"S","VAN","subject 14",-5.10938
"2062",125,"S","VAN","subject 14",-3.02905
"2063",126,"NS","VAN","subject 14",-0.938191
"2064",127,"NS","VAN","subject 14",0.177278
"2065",128,"NS","VAN","subject 14",-0.1881
"2066",129,"NS","VAN","subject 14",0.050619
"2067",130,"NS","VAN","subject 14",-0.425442
"2068",131,"S","VAN","subject 14",0.174324
"2069",132,"S","VAN","subject 14",0.449743
"2070",133,"S","VAN","subject 14",1.048869
"2071",134,"S","VAN","subject 14",-0.24514
"2072",135,"S","VAN","subject 14",-0.15188
"2073",136,"NS","VAN","subject 14",-0.847197
"2074",137,"NS","VAN","subject 14",-0.121801
"2075",138,"NS","VAN","subject 14",0.470264
"2076",139,"NS","VAN","subject 14",-0.611145
"2077",140,"NS","VAN","subject 14",1.461729
"2078",141,"S","VAN","subject 14",1.73989
"2079",142,"S","VAN","subject 14",1.67657
"2080",143,"S","VAN","subject 14",-2.68329
"2081",144,"S","VAN","subject 14",-1.3637
"2082",145,"S","VAN","subject 14",4.4847
"2083",146,"NS","VAN","subject 14",1.83139
"2084",147,"NS","VAN","subject 14",-2.48248
"2085",148,"NS","VAN","subject 14",-2.24297
"2086",149,"NS","VAN","subject 14",-1.871503
"2087",1,"S","VAN","subject 15",1.03385
"2088",2,"S","VAN","subject 15",-1.36016
"2089",3,"S","VAN","subject 15",-0.890613
"2090",4,"S","VAN","subject 15",0.237226
"2091",5,"S","VAN","subject 15",1.188157
"2092",6,"NS","VAN","subject 15",1.10158
"2093",7,"NS","VAN","subject 15",-0.88961
"2094",8,"NS","VAN","subject 15",-0.28414
"2095",9,"NS","VAN","subject 15",0.42849
"2096",10,"NS","VAN","subject 15",-0.33937
"2097",11,"S","VAN","subject 15",-0.0326599999999999
"2098",12,"S","VAN","subject 15",1.36637
"2099",13,"S","VAN","subject 15",1.02673
"2100",14,"S","VAN","subject 15",-0.164499999999999
"2101",15,"S","VAN","subject 15",-2.1111
"2102",16,"NS","VAN","subject 15",-1.05617
"2103",17,"NS","VAN","subject 15",0.063272
"2104",18,"NS","VAN","subject 15",0.777238
"2105",19,"NS","VAN","subject 15",1.67973
"2106",20,"NS","VAN","subject 15",0.7609
"2107",21,"S","VAN","subject 15",3.00254
"2108",22,"S","VAN","subject 15",3.3431
"2109",23,"S","VAN","subject 15",6.7601
"2110",24,"S","VAN","subject 15",3.8303
"2111",25,"S","VAN","subject 15",7.7369
"2112",26,"NS","VAN","subject 15",-3.4917
"2113",27,"NS","VAN","subject 15",-4.2603
"2114",28,"NS","VAN","subject 15",-4.4115
"2115",29,"NS","VAN","subject 15",-5.2822
"2116",30,"NS","VAN","subject 15",-2.6377
"2117",31,"S","VAN","subject 15",4.9926
"2118",32,"S","VAN","subject 15",1.9313
"2119",33,"S","VAN","subject 15",4.6038
"2120",34,"S","VAN","subject 15",5.6013
"2121",35,"S","VAN","subject 15",-2.7646
"2122",36,"NS","VAN","subject 15",NA
"2123",37,"NS","VAN","subject 15",NA
"2124",38,"NS","VAN","subject 15",NA
"2125",39,"NS","VAN","subject 15",NA
"2126",40,"NS","VAN","subject 15",NA
"2127",41,"S","VAN","subject 15",NA
"2128",42,"S","VAN","subject 15",NA
"2129",43,"S","VAN","subject 15",NA
"2130",44,"S","VAN","subject 15",NA
"2131",45,"S","VAN","subject 15",NA
"2132",46,"NS","VAN","subject 15",NA
"2133",47,"NS","VAN","subject 15",NA
"2134",48,"NS","VAN","subject 15",NA
"2135",49,"NS","VAN","subject 15",NA
"2136",50,"NS","VAN","subject 15",NA
"2137",51,"S","VAN","subject 15",NA
"2138",52,"S","VAN","subject 15",NA
"2139",53,"S","VAN","subject 15",NA
"2140",54,"S","VAN","subject 15",NA
"2141",55,"S","VAN","subject 15",NA
"2142",56,"NS","VAN","subject 15",NA
"2143",57,"NS","VAN","subject 15",NA
"2144",58,"NS","VAN","subject 15",NA
"2145",59,"NS","VAN","subject 15",NA
"2146",60,"NS","VAN","subject 15",NA
"2147",61,"S","VAN","subject 15",NA
"2148",62,"S","VAN","subject 15",NA
"2149",63,"S","VAN","subject 15",NA
"2150",64,"S","VAN","subject 15",NA
"2151",65,"S","VAN","subject 15",NA
"2152",66,"NS","VAN","subject 15",NA
"2153",67,"NS","VAN","subject 15",NA
"2154",68,"NS","VAN","subject 15",NA
"2155",69,"NS","VAN","subject 15",NA
"2156",70,"NS","VAN","subject 15",NA
"2157",71,"S","VAN","subject 15",NA
"2158",72,"S","VAN","subject 15",NA
"2159",73,"S","VAN","subject 15",NA
"2160",74,"S","VAN","subject 15",NA
"2161",75,"S","VAN","subject 15",NA
"2162",76,"NS","VAN","subject 15",NA
"2163",77,"NS","VAN","subject 15",NA
"2164",78,"NS","VAN","subject 15",NA
"2165",79,"NS","VAN","subject 15",NA
"2166",80,"NS","VAN","subject 15",NA
"2167",81,"S","VAN","subject 15",NA
"2168",82,"S","VAN","subject 15",NA
"2169",83,"S","VAN","subject 15",NA
"2170",84,"S","VAN","subject 15",NA
"2171",85,"S","VAN","subject 15",NA
"2172",86,"NS","VAN","subject 15",NA
"2173",87,"NS","VAN","subject 15",NA
"2174",88,"NS","VAN","subject 15",NA
"2175",89,"NS","VAN","subject 15",NA
"2176",90,"NS","VAN","subject 15",NA
"2177",91,"S","VAN","subject 15",NA
"2178",92,"S","VAN","subject 15",NA
"2179",93,"S","VAN","subject 15",NA
"2180",94,"S","VAN","subject 15",NA
"2181",95,"S","VAN","subject 15",NA
"2182",96,"NS","VAN","subject 15",NA
"2183",97,"NS","VAN","subject 15",NA
"2184",98,"NS","VAN","subject 15",NA
"2185",99,"NS","VAN","subject 15",NA
"2186",100,"NS","VAN","subject 15",NA
"2187",101,"S","VAN","subject 15",NA
"2188",102,"S","VAN","subject 15",NA
"2189",103,"S","VAN","subject 15",NA
"2190",104,"S","VAN","subject 15",NA
"2191",105,"S","VAN","subject 15",NA
"2192",106,"NS","VAN","subject 15",NA
"2193",107,"NS","VAN","subject 15",NA
"2194",108,"NS","VAN","subject 15",NA
"2195",109,"NS","VAN","subject 15",NA
