SPF 1,SPF 2,SPF 3,SPF 4,SPF 5,SPF 6,SPF 7,SPF 8,SPF 9,SPF 10,SPF 11,SPF 12,SPF 13,SPF 14,SPF 15,SPF 16,SPF 17,SPF 18,SPF 19,SPF 20
8.7344,5.64039,6.65426,8.04944,17.46,7.23769,5.35785,6.86343,4.50278,10.3679,9.88109,5.5681,3.29486,1.67134,3.75263,3.34178,1.37673,4.09412,3.09879,2.63984
